"","Accession","Description","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","Peptides used for quantitation","Confidence score"
"111","AT3G53970.1","| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302",6768,63787.5,91000.5,9.4248670212766,13.4457003546099,0.00822281349684857,0.00118745831221771,"3","146"
"112","AT1G45145.1","| Symbols: ATTRX5, ATH5, LIV1, TRX5 | thioredoxin H-type 5 | chr1:17075264-17076256 REVERSE LENGTH=118",797354,40234,740534.5,0.0504593944471339,0.928739932326169,0.962887229756413,0.580734583287811,"3","183"
"113","AT1G20340.1","| Symbols: DRT112, PETE2 | Cupredoxin superfamily protein | chr1:7042770-7043273 REVERSE LENGTH=167",1566864.66666667,4558601.75,26168060.5,2.90937810200158,16.7009066300982,0.0240797988065884,5.59041046440991e-06,"3","231"
"114","AT4G24190.1","| Symbols: SHD, HSP90.7, AtHsp90.7, AtHsp90-7 | Chaperone protein htpG family protein | chr4:12551902-12555851 REVERSE LENGTH=823",469731.666666667,41430,38867.5,0.0881992910846263,0.0827440489073549,0.968600846826888,0.969127304292459,"3","112"
"115","AT5G40370.1","| Symbols:  | Glutaredoxin family protein | chr5:16147826-16149052 REVERSE LENGTH=111",152823.666666667,1670146.25,1286522,10.9285838144615,8.41834270869913,0.00377999054528956,0.00298397113850405,"3","390"
"116","AT5G40370.2","| Symbols:  | Glutaredoxin family protein | chr5:16147826-16149052 REVERSE LENGTH=111",152823.666666667,1670146.25,1286522,10.9285838144615,8.41834270869913,0.00377999054528956,0.00298397113850405,"3","390"
"117","AT1G62660.1","| Symbols:  | Glycosyl hydrolases family 32 protein | chr1:23199949-23203515 FORWARD LENGTH=648",709780,111677.5,35658.5,0.157341007072614,0.0502388063907126,0.999991046243894,0.999689332047883,"3","121"
"118","AT3G50820.1","| Symbols: PSBO2, PSBO-2, OEC33 | photosystem II subunit O-2 | chr3:18891008-18892311 REVERSE LENGTH=331",4639,31354.5,265817.75,6.75889200258676,57.3006574692822,0.0199588173125098,0.00153311918367997,"3","384"
"119","AT4G23600.1","| Symbols: CORI3, JR2 | Tyrosine transaminase family protein | chr4:12310657-12312885 FORWARD LENGTH=422",170402.333333333,801860,82755.75,4.70568673746643,0.485649159733728,0.0183996161515459,0.994123523403943,"3","73"
"120","AT2G14610.1","| Symbols: PR1, PR 1, ATPR1 | pathogenesis-related gene 1 | chr2:6241944-6242429 REVERSE LENGTH=161",112715.666666667,540204.75,1378529,4.79263234628727,12.2301454692782,0.00952685228171832,0.00100862517995215,"3","77"
"121","AT4G38740.1","| Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172",92563.3333333333,353187.75,53889.75,3.81563344016709,0.582193273074291,0.00402595008828538,0.909859431778575,"3","92"
"122","AT2G21130.1","| Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172",92563.3333333333,353187.75,53889.75,3.81563344016709,0.582193273074291,0.00402595008828538,0.909859431778575,"3","92"
"123","AT3G16950.1","| Symbols: LPD1, ptlpd1 | lipoamide dehydrogenase 1 | chr3:5786761-5790383 REVERSE LENGTH=570",236960.666666667,334191.75,996718.25,1.41032583466736,4.20626032168489,0.127913887371702,0.000580678053891413,"3","112"
"124","AT5G07440.1","| Symbols: GDH2 | glutamate dehydrogenase 2 | chr5:2356153-2358012 FORWARD LENGTH=411",4233099.66666667,1246699,820499,0.294512082911033,0.193829360187519,0.9969755878677,0.995288923647806,"3","149"
"125","AT5G07440.3","| Symbols: GDH2 | glutamate dehydrogenase 2 | chr5:2356153-2358012 FORWARD LENGTH=411",4233099.66666667,1246699,820499,0.294512082911033,0.193829360187519,0.9969755878677,0.995288923647806,"3","149"
"126","AT2G32240.1","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to cadmium ion; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR0090",179860.666666667,31808,37826.5,0.176848004566498,0.210310017754484,0.989530622475,0.985957161381895,"3","75"
"127","AT2G44060.1","| Symbols:  | Late embryogenesis abundant protein, group 2 | chr2:18226922-18227988 FORWARD LENGTH=325",11088.3333333333,20098.25,44238,1.81255824440102,3.98959867728844,0.00589455182512056,0.00712556672958343,"3","55"
"128","AT5G28540.1","| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669",438406.666666667,167030,157871.75,0.380993293897599,0.360103442770031,0.991374856491832,0.995809678176511,"3","107"
"129","AT4G37530.1","| Symbols:  | Peroxidase superfamily protein | chr4:17634786-17636082 FORWARD LENGTH=329",31007.3333333333,21113.25,95222.75,0.680911504805315,3.07097514566447,0.880006911206213,0.000361392151258369,"3","85"
"130","AT2G28000.1","| Symbols: CPN60A, CH-CPN60A, SLP | chaperonin-60alpha | chr2:11926603-11929184 FORWARD LENGTH=586",1182274.66666667,238020.25,136273.25,0.201323987319359,0.115263613305876,0.999243964765495,0.997286192967431,"3","130"
"131","AT1G80380.1","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:30217332-30219784 FORWARD LENGTH=362",5457.66666666667,196775.25,21557,36.0548311244121,3.94985647101936,0.039561992366456,0.0248275530130025,"3","166"
"132","AT4G39260.1","| Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169",2070711.33333333,1222004.25,246527.5,0.590137422985403,0.119054498824398,0.88880194579097,0.972978076509785,"3","223"
"133","AT4G39260.2","| Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169",2070711.33333333,1222004.25,246527.5,0.590137422985403,0.119054498824398,0.88880194579097,0.972978076509785,"3","223"
"134","AT3G20390.1","| Symbols:  | endoribonuclease L-PSP family protein | chr3:7110227-7111695 REVERSE LENGTH=187",2364198.66666667,1378194.5,914673,0.582943607672,0.386884999512167,0.999539342148442,0.999674423719788,"3","147"
"135","AT5G12040.1","| Symbols:  | Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein | chr5:3885162-3887772 FORWARD LENGTH=369",182093.666666667,318707.5,38145.25,1.75023934568473,0.20948147565081,0.125995857336461,0.999964390473919,"3","154"
"136","AT4G29350.1","| Symbols: PFN2, PRO2, PRF2 | profilin 2 | chr4:14450135-14451119 FORWARD LENGTH=131",400287,918902.25,917933,2.29560852588268,2.29318713822832,0.00702366657382873,0.000968203164968746,"3","194"
"137","AT1G22300.1","| Symbols: GRF10, 14-3-3EPSILON, GF14 EPSILON | general regulatory factor 10 | chr1:7879146-7881103 REVERSE LENGTH=254",313820,107702,89586,0.343196736982984,0.285469377350073,0.999998581849823,0.999693044593588,"3","214"
"138","AT1G22300.3","| Symbols: GRF10, 14-3-3EPSILON, GF14 EPSILON | general regulatory factor 10 | chr1:7879146-7881103 REVERSE LENGTH=254",313820,107702,89586,0.343196736982984,0.285469377350073,0.999998581849823,0.999693044593588,"3","214"
"139","AT1G33120.1","| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194",169194.333333333,12190.5,7808.5,0.0720502853720475,0.0461510728294683,0.904256657419804,0.908071240261097,"3","65"
"140","AT4G10450.1","| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194",169194.333333333,12190.5,7808.5,0.0720502853720475,0.0461510728294683,0.904256657419804,0.908071240261097,"3","65"
"141","AT3G60750.1","| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741",1220053.66666667,486249.75,236165,0.398547837103341,0.193569353916399,0.920871235186391,0.949596650234751,"3","120"
"142","AT2G45290.1","| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741",1220053.66666667,486249.75,236165,0.398547837103341,0.193569353916399,0.920871235186391,0.949596650234751,"3","120"
"143","AT2G21170.1","| Symbols: TIM, PDTPI | triosephosphate isomerase | chr2:9071047-9073106 REVERSE LENGTH=315",489752,1081070.25,515085.5,2.20738302242768,1.05172720070566,0.00736789948510077,0.424244180193266,"3","235"
"144","AT2G20270.1","| Symbols:  | Thioredoxin superfamily protein | chr2:8738001-8739617 REVERSE LENGTH=179",15090.3333333333,27062.75,147950.25,1.79338318128603,9.80430628879415,0.107049776919177,6.10936962524027e-05,"3","87"
"145","AT1G67090.1","| Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180",15340229.6666667,17340471,5480643,1.13039187657534,0.357272551916813,0.306084249160294,0.999424990908491,"3","433"
"146","AT1G67090.2","| Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180",15340229.6666667,17340471,5480643,1.13039187657534,0.357272551916813,0.306084249160294,0.999424990908491,"3","433"
"147","AT5G53490.1","| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:21723488-21724621 REVERSE LENGTH=236",176555.333333333,325733.5,596455.25,1.84493718683095,3.3782907530406,0.0686965200462633,0.002605399591313,"3","98"
"148","AT3G55800.1","| Symbols: SBPASE | sedoheptulose-bisphosphatase | chr3:20709640-20711421 FORWARD LENGTH=393",568419,1001203.25,389539.25,1.76138244851069,0.685303007112711,0.0143504059390298,0.916055658795197,"3","99"
"149","AT1G19570.1","| Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213",464075,2505132,566215.25,5.3981188385498,1.22009427355492,0.0283616416903889,0.293554245245854,"3","263"
"150","AT1G19550.1","| Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213",464075,2505132,566215.25,5.3981188385498,1.22009427355492,0.0283616416903889,0.293554245245854,"3","263"
"151","AT1G03475.1","| Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386",421952.333333333,417900.5,197286.75,0.990397414557885,0.467556959435386,0.517251715144876,0.999239463723028,"3","139"
"152","AT1G12080.1","| Symbols:  | Vacuolar calcium-binding protein-related | chr1:4084289-4084888 FORWARD LENGTH=104",315285.666666667,60613.25,285979.75,0.192248669724916,0.907049638581731,0.999250148239089,0.655699681728799,"3","144"
"153","AT3G45140.1","| Symbols: LOX2, ATLOX2 | lipoxygenase 2 | chr3:16525437-16529233 FORWARD LENGTH=896",105119.333333333,229310.25,100997.25,2.18142793269871,0.960786629798515,0.043540073398205,0.63735270688944,"3","69"
"154","AT5G14780.1","| Symbols: FDH | formate dehydrogenase | chr5:4777043-4779190 FORWARD LENGTH=384",685637.666666667,301357.75,128482.25,0.439529163362767,0.187390886245553,0.902923719331008,0.94397515025698,"3","146"
"155","AT3G16640.1","| Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168",977639.666666667,2007451.5,658051.5,2.05336543559505,0.673102291607781,0.0543241647941704,0.816523370551782,"3","163"
"156","AT2G24200.1","| Symbols:  | Cytosol aminopeptidase family protein | chr2:10287017-10289450 REVERSE LENGTH=520",675649,447305.75,309610,0.662038647285795,0.458240891350391,0.940696652495525,0.982907381803561,"3","165"
"157","AT2G24200.3","| Symbols:  | Cytosol aminopeptidase family protein | chr2:10287017-10289450 REVERSE LENGTH=520",675649,447305.75,309610,0.662038647285795,0.458240891350391,0.940696652495525,0.982907381803561,"3","165"
"158","AT5G16970.1","| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",504941.666666667,515921.5,170263,1.02174475599492,0.337193405178816,0.475600559784249,0.99441754826237,"3","141"
"159","AT1G26320.1","| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",504941.666666667,515921.5,170263,1.02174475599492,0.337193405178816,0.475600559784249,0.99441754826237,"3","141"
"160","AT5G16980.1","| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",504941.666666667,515921.5,170263,1.02174475599492,0.337193405178816,0.475600559784249,0.99441754826237,"3","141"
"161","AT5G16990.1","| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",504941.666666667,515921.5,170263,1.02174475599492,0.337193405178816,0.475600559784249,0.99441754826237,"3","141"
"162","AT1G70890.1","| Symbols: MLP43 | MLP-like protein 43 | chr1:26725912-26726489 REVERSE LENGTH=158",240470,300376.25,445046.5,1.24912151203892,1.850736058552,0.193497554480467,0.00818472033041969,"3","168"
"163","AT3G01480.1","| Symbols: CYP38, ATCYP38 | cyclophilin 38 | chr3:188569-190674 FORWARD LENGTH=437",303920,329782.75,176077.25,1.08509722953409,0.579353941826797,0.343044258525058,0.983191181860529,"3","110"
"164","AT3G14067.1","| Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777",96188,186792.25,114580.25,1.94194961949516,1.19121148168171,0.0144476239592445,0.259442006632832,"3","214"
"165","AT3G16420.1","| Symbols: PBP1, JAL30 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298",889322,933636.5,716573.25,1.04982953306002,0.805752303440149,0.321368229136419,0.941990801388035,"3","238"
"166","AT3G16430.1","| Symbols: PBP1, JAL30 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298",889322,933636.5,716573.25,1.04982953306002,0.805752303440149,0.321368229136419,0.941990801388035,"3","238"
"167","AT1G78380.1","| Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219",5179176.66666667,3227527.25,2571653.75,0.623173808835767,0.496537174827659,0.976095461218045,0.994811700252419,"3","146"
"168","AT1G78320.1","| Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219",5179176.66666667,3227527.25,2571653.75,0.623173808835767,0.496537174827659,0.976095461218045,0.994811700252419,"3","146"
"169","AT4G14880.1","| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",208662.333333333,126066,212813.75,0.604162706254283,1.01989538121399,0.93011298277527,0.459704710306323,"3","146"
"170","AT3G22460.1","| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",208662.333333333,126066,212813.75,0.604162706254283,1.01989538121399,0.93011298277527,0.459704710306323,"3","146"
"171","AT1G43670.1","| Symbols:  | Inositol monophosphatase family protein | chr1:16468184-16470347 FORWARD LENGTH=341",159966,290374.25,392931,1.81522479776953,2.45634072240351,0.0992603942343373,0.0306627786678535,"3","245"
"172","AT5G55730.1","| Symbols: FLA1 | FASCICLIN-like arabinogalactan 1 | chr5:22558375-22560392 REVERSE LENGTH=424",251752.333333333,158020,288048.25,0.627680378996818,1.14417310928598,0.958456579581165,0.21154378502551,"3","198"
"173","AT1G29660.1","| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10371955-10373624 FORWARD LENGTH=364",258327,204616,116739,0.792081354252556,0.451903982162143,0.73675828950488,0.924010825337492,"3","128"
"174","AT2G19940.1","| Symbols:  | oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401",219809.333333333,228238.75,132218.5,1.03834876590014,0.601514494379978,0.442570089210143,0.988472428811695,"3","105"
"175","AT1G47128.1","| Symbols: RD21, RD21A | Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462",352324,376328.25,543895.75,1.06813118039078,1.54373744053769,0.424946284968984,0.00337250860805415,"3","140"
"176","AT4G12730.1","| Symbols: FLA2 | FASCICLIN-like arabinogalactan 2 | chr4:7491598-7492809 REVERSE LENGTH=403",167661.333333333,104979.25,137721.5,0.626138704213255,0.821426725303389,0.908068945296632,0.7692160119393,"3","229"
"177","AT5G38430.1","| Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15384350-15385155 REVERSE LENGTH=181",360776.333333333,892355,453933.75,2.47342998293495,1.25821376864151,0.0762920372421662,0.252967888047205,"3","302"
"178","AT3G02730.1","| Symbols: TRXF1, ATF1 | thioredoxin F-type 1 | chr3:588570-589591 REVERSE LENGTH=178",385152,447407.25,476880,1.16163813247757,1.23816051844467,0.336707079377793,0.16343459910382,"3","90"
"179","AT1G72150.1","| Symbols: PATL1 | PATELLIN 1 | chr1:27148558-27150652 FORWARD LENGTH=573",1034145,64249.25,62549.25,0.0621278930904274,0.0604840230335204,0.994740677479319,0.99461545437074,"2","115"
"180","AT1G76180.1","| Symbols: ERD14 | Dehydrin family protein | chr1:28587013-28587657 REVERSE LENGTH=185",3099885,175972.5,84396.25,0.0567674284691206,0.0272256067563797,0.996186907327686,0.99618889431835,"2","78"
"181","AT1G59870.1","| Symbols: PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 | ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469",426554.333333333,10959.25,2767,0.0256925065427382,0.00648686411969401,0.965499550343199,0.966666077382646,"2","89"
"182","AT1G15210.1","| Symbols: PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 | ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469",426554.333333333,10959.25,2767,0.0256925065427382,0.00648686411969401,0.965499550343199,0.966666077382646,"2","89"
"183","AT4G02530.1","| Symbols:  | chloroplast thylakoid lumen protein | chr4:1112335-1114005 REVERSE LENGTH=216",34171,27312.75,476267,0.799296186825086,13.9377542360481,0.805153285711595,0.0018103799717132,"2","139"
"184","AT1G22530.1","| Symbols: PATL2 | PATELLIN 2 | chr1:7955773-7958326 REVERSE LENGTH=683",361933,13896,35237,0.0383938463748815,0.09735779826653,0.979483340072389,0.977154639994646,"2","161"
"185","AT4G34050.1","| Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:16310844-16311973 FORWARD LENGTH=259",147736.666666667,631441.75,488754.25,4.27410313395456,3.30827993501952,0.000992078433321992,0.000107948294049371,"2","63"
"186","AT4G34050.2","| Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:16310844-16311973 FORWARD LENGTH=259",147736.666666667,631441.75,488754.25,4.27410313395456,3.30827993501952,0.000992078433321992,0.000107948294049371,"2","63"
"187","AT4G23670.1","| Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr4:12332846-12333656 REVERSE LENGTH=151",6799,38860.5,205530.25,5.71561994410943,30.2294822768054,0.0142049389645527,0.000537929986474676,"2","47"
"188","AT3G53430.1","| Symbols:  | Ribosomal protein L11 family protein | chr3:19809895-19810395 REVERSE LENGTH=166",315267.333333333,19808,29883.5,0.0628292179547093,0.0947878097107006,0.997544637717911,0.997001697667329,"2","65"
"189","AT2G37190.1","| Symbols:  | Ribosomal protein L11 family protein | chr3:19809895-19810395 REVERSE LENGTH=166",315267.333333333,19808,29883.5,0.0628292179547093,0.0947878097107006,0.997544637717911,0.997001697667329,"2","65"
"190","AT1G78900.1","| Symbols: VHA-A | vacuolar ATP synthase subunit A | chr1:29660463-29664575 FORWARD LENGTH=623",880658.666666667,66179,45023,0.0751471625783126,0.0511242342852471,0.97226059530682,0.973408129651567,"2","77"
"191","AT1G35720.1","| Symbols: ANNAT1, OXY5, ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317",890990.333333333,151884.25,57089.5,0.170466776482049,0.0640742080628634,0.983257117353413,0.985360604358774,"2","74"
"192","AT2G19760.1","| Symbols: PFN1, PRF1 | profilin 1 | chr2:8517074-8518067 REVERSE LENGTH=131",11646.3333333333,65623.5,251226.5,5.63469189158247,21.5712956867684,0.0053590320061661,0.000795655597763328,"2","103"
"193","AT5G63860.1","| Symbols: UVR8 | Regulator of chromosome condensation (RCC1) family protein | chr5:25554821-25558587 REVERSE LENGTH=440",459840.333333333,124189,81821.25,0.270069828585429,0.177934043773165,0.998669552424035,0.998595405092468,"2","116"
"194","AT5G49360.1","| Symbols: BXL1, ATBXL1 | beta-xylosidase 1 | chr5:20012179-20016659 REVERSE LENGTH=774",73746.3333333333,2478.75,1797,0.0336118405886846,0.0243673131771523,0.943461758535618,0.944347866750278,"2","48"
"195","AT2G36460.1","| Symbols:  | Aldolase superfamily protein | chr2:15296929-15298387 REVERSE LENGTH=358",2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,"2","166"
"196","AT2G36460.2","| Symbols:  | Aldolase superfamily protein | chr2:15296929-15298387 REVERSE LENGTH=358",2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,"2","166"
"197","AT4G26530.1","| Symbols:  | Aldolase superfamily protein | chr2:15296929-15298387 REVERSE LENGTH=358",2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,"2","166"
"198","AT2G43510.1","| Symbols: ATTI1, TI1 | trypsin inhibitor protein 1 | chr2:18067211-18067620 FORWARD LENGTH=89",62920,137105.25,1055288.25,2.17904084551812,16.7719047997457,0.0538575161916026,0.000452266195181429,"2","90"
"199","AT4G22670.1","| Symbols: AtHip1, HIP1, TPR11 | HSP70-interacting protein 1 | chr4:11918236-11920671 FORWARD LENGTH=441",517627.333333333,17828.75,1695.75,0.0344432159043636,0.00327600551748298,0.985379927716239,0.985979313929355,"2","58"
"200","AT2G21660.1","| Symbols: ATGRP7, CCR2, GR-RBP7, GRP7 | cold, circadian rhythm, and rna binding 2 | chr2:9265477-9266316 REVERSE LENGTH=176",338730,64879.25,19323.25,0.19153676969858,0.0570461724677472,0.998289014729678,0.998665216004845,"2","126"
"201","AT1G01090.1","| Symbols: PDH-E1 ALPHA | pyruvate dehydrogenase E1 alpha | chr1:47705-49166 REVERSE LENGTH=428",110397.666666667,7851,1929.75,0.0711156334825917,0.0174799890094295,0.978434480618652,0.98009759812617,"2","63"
"202","AT4G03280.1","| Symbols: PETC, PGR1 | photosynthetic electron transfer C | chr4:1440314-1441717 FORWARD LENGTH=229",1957.66666666667,2614.75,160521.5,1.3356461774221,81.9963391792951,0.336185509927508,0.00256063744708942,"2","88"
"203","AT2G31610.1","| Symbols:  | Ribosomal protein S3 family protein | chr2:13450384-13451669 FORWARD LENGTH=250",1885609,53337,48624.5,0.0282863520485954,0.0257871594800407,0.945270335332286,0.945497843904907,"2","74"
"204","AT3G53870.1","| Symbols:  | Ribosomal protein S3 family protein | chr2:13450384-13451669 FORWARD LENGTH=250",1885609,53337,48624.5,0.0282863520485954,0.0257871594800407,0.945270335332286,0.945497843904907,"2","74"
"205","AT2G01140.1","| Symbols:  | Aldolase superfamily protein | chr2:95006-96491 REVERSE LENGTH=391",205881.666666667,37970.75,14828,0.18442997190943,0.0720219543588955,0.999992874822201,0.999768469959445,"2","108"
"206","AT2G18020.1","| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258",648580.333333333,31963.5,18108,0.0492822528794942,0.0279194404599584,0.966812173121084,0.968062843301075,"2","57"
"207","AT1G30690.1","| Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540",296979,10439.5,1338.5,0.0351523171672071,0.00450705268722704,0.995496937583498,0.995663207157369,"2","80"
"208","AT1G22450.1","| Symbols: COX6B, ATCOX6B2 | cytochrome C oxidase 6B | chr1:7925447-7926918 FORWARD LENGTH=191",322406.666666667,17560.25,13711.25,0.0544661504104547,0.0425278116664254,0.962351618229042,0.963178252489744,"2","99"
"209","AT4G02450.1","| Symbols:  | HSP20-like chaperones superfamily protein | chr4:1073987-1075765 REVERSE LENGTH=241",20209.3333333333,151591.5,145355,7.50106386488091,7.19246882628489,0.000764940577226099,0.00189352824597021,"2","63"
"210","AT2G42910.1","| Symbols:  | Phosphoribosyltransferase family protein | chr2:17856396-17858394 FORWARD LENGTH=337",281350.333333333,42575.75,7806.25,0.151326460130964,0.0277456575491291,0.999823656525352,0.99834548214819,"2","35"
"211","AT4G02520.1","| Symbols: ATGSTF2, ATPM24.1, ATPM24, GST2, GSTF2 | glutathione S-transferase PHI 2 | chr4:1110673-1111531 REVERSE LENGTH=212",68039,3374.25,205463.75,0.0495928805538,3.01979379473537,0.919218779797599,0.0102835003684194,"2","90"
"212","AT2G02930.1","| Symbols: ATGSTF2, ATPM24.1, ATPM24, GST2, GSTF2 | glutathione S-transferase PHI 2 | chr4:1110673-1111531 REVERSE LENGTH=212",68039,3374.25,205463.75,0.0495928805538,3.01979379473537,0.919218779797599,0.0102835003684194,"2","90"
"213","AT2G29450.1","| Symbols: ATGSTU5, ATGSTU1, AT103-1A, GSTU5 | glutathione S-transferase tau  5 | chr2:12624774-12625566 REVERSE LENGTH=224",21352.3333333333,70598.25,132766.25,3.30634825233776,6.21788016922429,0.00437362968643993,0.00549036843909714,"2","123"
"214","AT1G76100.1","| Symbols: PETE1 | plastocyanin 1 | chr1:28554217-28554732 REVERSE LENGTH=171",386398.666666667,866961.25,3938656.75,2.24369627741987,10.1932462241071,0.0524073889014245,0.000514971279379721,"2","88"
"215","AT2G22170.1","| Symbols:  | Lipase/lipooxygenase, PLAT/LH2 family protein | chr2:9427010-9427742 REVERSE LENGTH=183",414664.333333333,47817.25,15583,0.115315560457334,0.0375797934554294,0.962394088214658,0.967553757880979,"2","77"
"216","AT4G39730.1","| Symbols:  | Lipase/lipooxygenase, PLAT/LH2 family protein | chr2:9427010-9427742 REVERSE LENGTH=183",414664.333333333,47817.25,15583,0.115315560457334,0.0375797934554294,0.962394088214658,0.967553757880979,"2","77"
"217","AT1G30230.1","| Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231",243058,36349.75,64691.25,0.149551753079512,0.266155608949304,0.993662095274495,0.995857637872239,"2","103"
"218","AT2G18110.1","| Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231",243058,36349.75,64691.25,0.149551753079512,0.266155608949304,0.993662095274495,0.995857637872239,"2","103"
"219","AT1G20440.1","| Symbols: COR47, RD17, AtCOR47 | cold-regulated 47 | chr1:7084722-7085664 REVERSE LENGTH=265",4914917.66666667,2244097.75,687788.25,0.456589082909697,0.139938915897743,0.970833442557279,0.986611308500257,"2","177"
"220","AT5G43060.1","| Symbols:  | Granulin repeat cysteine protease family protein | chr5:17269784-17272117 REVERSE LENGTH=463",117214,41231,6043.25,0.351758322384698,0.0515574078181787,0.998467813554826,0.996766186603441,"2","104"
"221","AT1G77490.1","| Symbols: TAPX | thylakoidal ascorbate peroxidase | chr1:29117688-29120046 FORWARD LENGTH=426",524.666666666667,38849,7370.5,74.0451080050826,14.0479669631512,0.0555929881407111,0.0129496448525999,"2","57"
"222","AT1G55480.1","| Symbols: ZKT | protein containing PDZ domain, a K-box domain, and a TPR region | chr1:20713822-20715351 FORWARD LENGTH=335",52237.3333333333,119509.75,618745.75,2.28782256623615,11.8448954132421,0.0513200467537932,0.000345343313058069,"2","102"
