"Accession","Peptides used for quantitation","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_1_ID","Short_description","Curator_summary","gene_name"
"AT3G16430.1",3,889322,933636.5,716573.25,1.04982953306002,0.805752303440149,0.321368229136419,0.941990801388035,116,"jacalin-related lectin 31","","jacalin-related lectin 31 (JAL31)"
"AT1G78380.1",3,5179176.66666667,3227527.25,2571653.75,0.623173808835767,0.496537174827659,0.976095461218045,0.994811700252419,117,"glutathione S-transferase TAU 19","Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.","glutathione S-transferase TAU 19 (GSTU19)"
"AT1G78320.1",3,5179176.66666667,3227527.25,2571653.75,0.623173808835767,0.496537174827659,0.976095461218045,0.994811700252419,117,"glutathione S-transferase TAU 23","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase TAU 23 (GSTU23)"
"AT4G14880.1",3,208662.333333333,126066,212813.75,0.604162706254283,1.01989538121399,0.93011298277527,0.459704710306323,118,"O-acetylserine (thiol) lyase (OAS-TL) isoform A1","Encodes a cytosolic isoform of cytosolic O-acetylserine(thiol)lyase, a key enzyme in cysteine biosynthesis and for the fixation of inorganic sulfide. It catalyzes the formation of cysteine from O-acetylserine and inorganic sulfide. Gene expression is predominant in the root cortex and the xylem parenchyma.  Gene expression is induced in leave, stems and roots by high salt and heavy metal stresses, mediated by ABA. Lines carrying semi-dominant mutations exhibit early senescence.","O-acetylserine (thiol) lyase (OAS-TL) isoform A1 (OASA1)"
"AT3G22460.1",3,208662.333333333,126066,212813.75,0.604162706254283,1.01989538121399,0.93011298277527,0.459704710306323,118,"O-acetylserine (thiol) lyase (OAS-TL) isoform A2","Encodes a member of a family of genes with O-acetylserine(thiol)lyase activity.","O-acetylserine (thiol) lyase (OAS-TL) isoform A2 (OASA2)"
"AT1G43670.1",3,159966,290374.25,392931,1.81522479776953,2.45634072240351,0.0992603942343373,0.0306627786678535,119,"Inositol monophosphatase family protein","","Inositol monophosphatase family protein"
"AT5G55730.1",3,251752.333333333,158020,288048.25,0.627680378996818,1.14417310928598,0.958456579581165,0.21154378502551,120,"FASCICLIN-like arabinogalactan 1","fasciclin-like arabinogalactan-protein 1 (Fla1)","FASCICLIN-like arabinogalactan 1 (FLA1)"
"AT1G29660.1",3,258327,204616,116739,0.792081354252556,0.451903982162143,0.73675828950488,0.924010825337492,121,"GDSL-like Lipase/Acylhydrolase superfamily protein","","GDSL-like Lipase/Acylhydrolase superfamily protein"
"AT2G19940.1",3,219809.333333333,228238.75,132218.5,1.03834876590014,0.601514494379978,0.442570089210143,0.988472428811695,122,"oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding","","oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"AT1G47128.1",3,352324,376328.25,543895.75,1.06813118039078,1.54373744053769,0.424946284968984,0.00337250860805415,123,"Granulin repeat cysteine protease family protein","cysteine proteinase precursor-like protein/ dehydration stress-responsive gene (RD21)","responsive to dehydration 21 (RD21)"
"AT4G12730.1",3,167661.333333333,104979.25,137721.5,0.626138704213255,0.821426725303389,0.908068945296632,0.7692160119393,124,"FASCICLIN-like arabinogalactan 2","AF333971 Arabidopsis thaliana fasciclin-like arabinogalactan-protein 2 (Fla2) mRNA, complete cds","FASCICLIN-like arabinogalactan 2 (FLA2)"
"AT5G38430.1",3,360776.333333333,892355,453933.75,2.47342998293495,1.25821376864151,0.0762920372421662,0.252967888047205,125,"Ribulose bisphosphate carboxylase (small chain) family protein","","Ribulose bisphosphate carboxylase (small chain) family protein"
"AT3G02730.1",3,385152,447407.25,476880,1.16163813247757,1.23816051844467,0.336707079377793,0.16343459910382,126,"thioredoxin F-type 1","","thioredoxin F-type 1 (TRXF1)"
"AT1G72150.1",2,1034145,64249.25,62549.25,0.0621278930904274,0.0604840230335204,0.994740677479319,0.99461545437074,127,"PATELLIN 1","novel cell-plate-associated protein that is related in sequence to proteins involved in membrane trafficking in other eukaryotes","PATELLIN 1 (PATL1)"
"AT1G76180.1",2,3099885,175972.5,84396.25,0.0567674284691206,0.0272256067563797,0.996186907327686,0.99618889431835,128,"Dehydrin family protein","Encodes a dehydrin protein whose expression is induced early on in response to dehydration stress. This gene's expression to cold occurs in two waves, with early induction occurring within 1 h and secondary induction occurring 5 h after the beginning of cold stress.  Expression is also induced in response to ABA but not in response to 2,4-D, BA, and GA3.  ERD14 protein is capable of binding Ca2+, especially when the protein is phosphorylated.","EARLY RESPONSE TO DEHYDRATION 14 (ERD14)"
"AT1G59870.1",2,426554.333333333,10959.25,2767,0.0256925065427382,0.00648686411969401,0.965499550343199,0.966666077382646,129,"ABC-2 and Plant PDR ABC-type transporter family protein","ATP binding cassette transporter. Localized to the plasma membrane in uninfected cells. In infected leaves, the protein concentrated at  infection sites. Contributes to nonhost resistance to inappropriate pathogens that enter by direct penetration in a salicylic aciddependent manner. Required for mlo resistance.  Has Cd transporter activity (Cd2+ extrusion pump) and contributes to heavy metal resistance.","PENETRATION 3 (PEN3)"
"AT1G15210.1",2,426554.333333333,10959.25,2767,0.0256925065427382,0.00648686411969401,0.965499550343199,0.966666077382646,129,"pleiotropic drug resistance 7","","pleiotropic drug resistance 7 (PDR7)"
"AT4G02530.1",2,34171,27312.75,476267,0.799296186825086,13.9377542360481,0.805153285711595,0.0018103799717132,130,"chloroplast thylakoid lumen protein","","chloroplast thylakoid lumen protein"
"AT1G22530.1",2,361933,13896,35237,0.0383938463748815,0.09735779826653,0.979483340072389,0.977154639994646,131,"PATELLIN 2","","PATELLIN 2 (PATL2)"
"AT4G34050.1",2,147736.666666667,631441.75,488754.25,4.27410313395456,3.30827993501952,0.000992078433321992,0.000107948294049371,132,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","","caffeoyl coenzyme A O-methyltransferase 1 (CCoAOMT1)"
"AT4G34050.2",2,147736.666666667,631441.75,488754.25,4.27410313395456,3.30827993501952,0.000992078433321992,0.000107948294049371,132,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","","caffeoyl coenzyme A O-methyltransferase 1 (CCoAOMT1)"
"AT4G23670.1",2,6799,38860.5,205530.25,5.71561994410943,30.2294822768054,0.0142049389645527,0.000537929986474676,133,"Polyketide cyclase/dehydrase and lipid transport superfamily protein","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"AT3G53430.1",2,315267.333333333,19808,29883.5,0.0628292179547093,0.0947878097107006,0.997544637717911,0.997001697667329,134,"Ribosomal protein L11 family protein","","Ribosomal protein L11 family protein"
"AT2G37190.1",2,315267.333333333,19808,29883.5,0.0628292179547093,0.0947878097107006,0.997544637717911,0.997001697667329,134,"Ribosomal protein L11 family protein","","Ribosomal protein L11 family protein"
"AT1G78900.1",2,880658.666666667,66179,45023,0.0751471625783126,0.0511242342852471,0.97226059530682,0.973408129651567,135,"vacuolar ATP synthase subunit A","Encodes catalytic subunit A of the vacuolar ATP synthase.  Mutants are devoid of vacuolar ATPase activity as subunit A is encoded only by this gene and show strong defects in male gametophyte development and in Golgi stack morphology.","vacuolar ATP synthase subunit A (VHA-A)"
"AT1G35720.1",2,890990.333333333,151884.25,57089.5,0.170466776482049,0.0640742080628634,0.983257117353413,0.985360604358774,136,"annexin 1","Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &",""
"AT2G19760.1",2,11646.3333333333,65623.5,251226.5,5.63469189158247,21.5712956867684,0.0053590320061661,0.000795655597763328,137,"profilin 1","first member of the Arabidopsis profilin multigene family, expressed in all organs of Arabidopsis.  Binds poly-L-proline. The first intron of PRF1 enhances gene expression in vegetative tissues.","profilin 1 (PRF1)"
"AT5G63860.1",2,459840.333333333,124189,81821.25,0.270069828585429,0.177934043773165,0.998669552424035,0.998595405092468,138,"Regulator of chromosome condensation (RCC1) family protein","UV-B-specific signaling component that orchestrates expression of a range of genes with vital UV-protective functions. Located in the nucleus and the cytosol. Associates with chromatin via histones. UV-B light promotes URV8 protein accumulation in the nucleus.","UVB-RESISTANCE 8 (UVR8)"
"AT5G49360.1",2,73746.3333333333,2478.75,1797,0.0336118405886846,0.0243673131771523,0.943461758535618,0.944347866750278,139,"beta-xylosidase 1","Encodes a bifunctional {beta}-D-xylosidase/{alpha}-L-arabinofuranosidase required for pectic arabinan modification.  Located in the extracellular matrix. Gene is expressed specifically in tissues undergoing secondary wall thickening. This is a member of glycosyl hydrolase family 3 and has six other closely related members.","beta-xylosidase 1 (BXL1)"
"AT2G36460.1",2,2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,140,"Aldolase superfamily protein","","Aldolase superfamily protein"
"AT2G36460.2",2,2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,140,"Aldolase superfamily protein","","Aldolase superfamily protein"
"AT4G26530.1",2,2602004.33333333,488363.75,191554.75,0.187687523707685,0.0736181518016944,0.986314519050147,0.987890127008861,140,"Aldolase superfamily protein","","Aldolase superfamily protein"
"AT2G43510.1",2,62920,137105.25,1055288.25,2.17904084551812,16.7719047997457,0.0538575161916026,0.000452266195181429,141,"trypsin inhibitor protein 1","Member of the defensin-like (DEFL) family. Encodes putative trypsin inhibitor protein which may function in defense against herbivory.","trypsin inhibitor protein 1 (TI1)"
"AT4G22670.1",2,517627.333333333,17828.75,1695.75,0.0344432159043636,0.00327600551748298,0.985379927716239,0.985979313929355,142,"HSP70-interacting protein 1","","HSP70-interacting protein 1 (HIP1)"
"AT2G21660.1",2,338730,64879.25,19323.25,0.19153676969858,0.0570461724677472,0.998289014729678,0.998665216004845,143,"cold, circadian rhythm, and rna binding 2","Encodes a small glycine-rich RNA binding protein that is part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript.  Gene expression is induced by cold. GRP7 appears to promote stomatal opening and reduce tolerance under salt and dehydration stress conditions, but, promotes stomatal closing and thereby increases stress tolerance under conditions of cold tolerance. Loss of function mutations have increased susceptibility to pathogens suggesting a role in mediating innate immune response. Mutants are also late flowering in a non-photoperiodic manner and are responsive to vernalization suggesting an interaction with the autonomous flowering pathway.   There is a reduction of mRNA export from the nucleus in grp7 mutants. GRP7:GFP fusion proteins can be found in the cytosol and nucleus.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).","""cold, circadian rhythm, and rna binding 2"" (CCR2)"
"AT1G01090.1",2,110397.666666667,7851,1929.75,0.0711156334825917,0.0174799890094295,0.978434480618652,0.98009759812617,144,"pyruvate dehydrogenase E1 alpha","pyruvate dehydrogenase E1 alpha subunit","pyruvate dehydrogenase E1 alpha (PDH-E1 ALPHA)"
"AT4G03280.1",2,1957.66666666667,2614.75,160521.5,1.3356461774221,81.9963391792951,0.336185509927508,0.00256063744708942,145,"photosynthetic electron transfer C","Encodes the Rieske FeS center of cytochrome b6f complex. Gene is expressed in shoot but not in root. Mutant has reduced electron transport at saturating light intensities and Q-cycle activity is hypersensitive to acidification of the thylakoid lumen.","photosynthetic electron transfer C (PETC)"
"AT2G31610.1",2,1885609,53337,48624.5,0.0282863520485954,0.0257871594800407,0.945270335332286,0.945497843904907,146,"Ribosomal protein S3 family protein","","Ribosomal protein S3 family protein"
"AT3G53870.1",2,1885609,53337,48624.5,0.0282863520485954,0.0257871594800407,0.945270335332286,0.945497843904907,146,"Ribosomal protein S3 family protein","","Ribosomal protein S3 family protein"
"AT2G01140.1",2,205881.666666667,37970.75,14828,0.18442997190943,0.0720219543588955,0.999992874822201,0.999768469959445,147,"Aldolase superfamily protein","","Aldolase superfamily protein"
"AT2G18020.1",2,648580.333333333,31963.5,18108,0.0492822528794942,0.0279194404599584,0.966812173121084,0.968062843301075,148,"Ribosomal protein L2 family","","embryo defective 2296 (EMB2296)"
"AT1G30690.1",2,296979,10439.5,1338.5,0.0351523171672071,0.00450705268722704,0.995496937583498,0.995663207157369,149,"Sec14p-like phosphatidylinositol transfer family protein","","Sec14p-like phosphatidylinositol transfer family protein"
"AT1G22450.1",2,322406.666666667,17560.25,13711.25,0.0544661504104547,0.0425278116664254,0.962351618229042,0.963178252489744,150,"cytochrome C oxidase 6B","subunit 6b of cytochrome c oxidase","cytochrome C oxidase 6B (COX6B)"
"AT4G02450.1",2,20209.3333333333,151591.5,145355,7.50106386488091,7.19246882628489,0.000764940577226099,0.00189352824597021,151,"HSP20-like chaperones superfamily protein","","HSP20-like chaperones superfamily protein"
"AT2G42910.1",2,281350.333333333,42575.75,7806.25,0.151326460130964,0.0277456575491291,0.999823656525352,0.99834548214819,152,"Phosphoribosyltransferase family protein","","Phosphoribosyltransferase family protein"
"AT4G02520.1",2,68039,3374.25,205463.75,0.0495928805538,3.01979379473537,0.919218779797599,0.0102835003684194,153,"glutathione S-transferase PHI 2","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.","glutathione S-transferase PHI 2 (GSTF2)"
"AT2G02930.1",2,68039,3374.25,205463.75,0.0495928805538,3.01979379473537,0.919218779797599,0.0102835003684194,153,"glutathione S-transferase F3","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase F3 (GSTF3)"
"AT2G29450.1",2,21352.3333333333,70598.25,132766.25,3.30634825233776,6.21788016922429,0.00437362968643993,0.00549036843909714,154,"glutathione S-transferase tau  5","Encodes a member of the TAU glutathione S-transferase gene family. Gene expression is induced by exposure to auxin, pathogen and herbicides. Naming convention according to Wagner et al. (2002)","glutathione S-transferase tau  5 (GSTU5)"
"AT1G76100.1",2,386398.666666667,866961.25,3938656.75,2.24369627741987,10.1932462241071,0.0524073889014245,0.000514971279379721,155,"plastocyanin 1","One of two Arabidopsis plastocyanin genes. Expressed at 1/10th level of PETE2. Does not respond to increased copper levels and is thought to be the isoform that participates in electron transport under copper-limiting conditions.","plastocyanin 1 (PETE1)"
"AT2G22170.1",2,414664.333333333,47817.25,15583,0.115315560457334,0.0375797934554294,0.962394088214658,0.967553757880979,156,"Lipase/lipooxygenase, PLAT/LH2 family protein","","Lipase/lipooxygenase, PLAT/LH2 family protein"
"AT4G39730.1",2,414664.333333333,47817.25,15583,0.115315560457334,0.0375797934554294,0.962394088214658,0.967553757880979,156,"Lipase/lipooxygenase, PLAT/LH2 family protein","","Lipase/lipooxygenase, PLAT/LH2 family protein"
"AT1G30230.1",2,243058,36349.75,64691.25,0.149551753079512,0.266155608949304,0.993662095274495,0.995857637872239,157,"Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6","","Glutathione S-transferase, C-terminal-like"
"AT2G18110.1",2,243058,36349.75,64691.25,0.149551753079512,0.266155608949304,0.993662095274495,0.995857637872239,157,"Translation elongation  factor EF1B/ribosomal protein S6 family protein","","Translation elongation  factor EF1B/ribosomal protein S6 family protein"
"AT1G20440.1",2,4914917.66666667,2244097.75,687788.25,0.456589082909697,0.139938915897743,0.970833442557279,0.986611308500257,158,"cold-regulated 47","Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. Cold regulated gene, amino acid sequence homology with Group II LEA (late  embryogenesis abundant) proteins. Also responds to osmotic stress, ABA, dehydration and inhibits e.coli growth while overexpressed. COR47 and RAB18 double overexpressor plants are cold tolerant.","cold-regulated 47 (COR47)"
"AT5G43060.1",2,117214,41231,6043.25,0.351758322384698,0.0515574078181787,0.998467813554826,0.996766186603441,159,"Granulin repeat cysteine protease family protein","","Granulin repeat cysteine protease family protein"
"AT1G77490.1",2,524.666666666667,38849,7370.5,74.0451080050826,14.0479669631512,0.0555929881407111,0.0129496448525999,160,"thylakoidal ascorbate peroxidase","Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.","thylakoidal ascorbate peroxidase (TAPX)"
"AT1G55480.1",2,52237.3333333333,119509.75,618745.75,2.28782256623615,11.8448954132421,0.0513200467537932,0.000345343313058069,161,"protein containing PDZ domain, a K-box domain, and a TPR region","Encodes a member of a novel plant protein family containing a PDZ, a K-box, and a TPR motif. mRNA but not protein levels decrease after wounding. ZKT is phosphorylated at Thr and Ser residues after wounding.","protein containing PDZ domain, a K-box domain, and a TPR region (ZKT)"
"AT1G11840.1",2,675456,465621,83859.5,0.689343199260944,0.124152424436233,0.952573146016587,0.995174951218084,162,"glyoxalase I homolog","Encodes a glyoxalase I homolog ATGLX1.","glyoxalase I homolog (GLX1)"
"AT3G57260.1",2,78202.6666666667,218340,54723.75,2.79197640319171,0.699768336970606,0.00708207344398182,0.963211288515628,163,"beta-1,3-glucanase 2","beta 1,3-glucanase","""beta-1,3-glucanase 2"" (BGL2)"
"AT2G20610.1",2,76442.3333333333,4124,1673.25,0.0539491642937814,0.0218890492615348,0.963367685674073,0.965294228859269,164,"Tyrosine transaminase family protein","Confers auxin overproduction. Mutants have an over-proliferation of lateral roots. Encodes a C-S lyase involved in converting S-alkylthiohydroximate to thiohydroximate in glucosinolate biosynthesis.","SUPERROOT 1 (SUR1)"
"AT2G20610.2",2,76442.3333333333,4124,1673.25,0.0539491642937814,0.0218890492615348,0.963367685674073,0.965294228859269,164,"Tyrosine transaminase family protein","Confers auxin overproduction. Mutants have an over-proliferation of lateral roots. Encodes a C-S lyase involved in converting S-alkylthiohydroximate to thiohydroximate in glucosinolate biosynthesis.","SUPERROOT 1 (SUR1)"
"AT3G16450.1",2,93858.3333333333,45285.5,5773.5,0.482487791884933,0.0615129184053982,0.997583131016531,0.997718333225396,165,"Mannose-binding lectin superfamily protein","","Mannose-binding lectin superfamily protein"
"AT1G55260.1",2,20397.6666666667,86822.25,186894.5,4.25647949928913,9.16254310133512,0.0241243716576131,0.000532107649179991,166,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"AT2G47470.1",2,53980,40965.75,209576.75,0.758906076324565,3.88248888477214,0.853330384715998,3.73903889933115e-05,167,"thioredoxin family protein","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.","UNFERTILIZED EMBRYO SAC 5 (UNE5)"
"AT3G12390.1",2,592781.666666667,176742.5,26636,0.298157837764888,0.0449339132732962,0.977928783194531,0.983386911333333,168,"Nascent polypeptide-associated complex (NAC), alpha subunit family protein","","Nascent polypeptide-associated complex (NAC), alpha subunit family protein"
"AT1G13440.1",2,257124.333333333,14976.75,72257.25,0.0582471126160755,0.2810206605624,0.999375545390991,0.999761279278024,169,"glyceraldehyde-3-phosphate dehydrogenase C2","","glyceraldehyde-3-phosphate dehydrogenase C2 (GAPC2)"
"AT1G08830.1",2,66322,34276.75,204653,0.516823226078828,3.08574831880824,0.943609893735242,0.0022602819798403,170,"copper/zinc superoxide dismutase 1","Encodes a cytosolic copper/zinc superoxide dismutase CSD1 that can detoxify superoxide radicals.  Its expression is affected by miR398-directed mRNA cleavage. Regulated by biotic and abiotic stress.","copper/zinc superoxide dismutase 1 (CSD1)"
"AT5G18100.1",2,66322,34276.75,204653,0.516823226078828,3.08574831880824,0.943609893735242,0.0022602819798403,170,"copper/zinc superoxide dismutase 3","A putative peroxisomal CuZnSOD inducible by a high-light pulse.","copper/zinc superoxide dismutase 3 (CSD3)"
"AT4G35830.1",2,314803,62547.75,6702.5,0.198688544899509,0.0212910931598492,0.989094792791055,0.987095892568501,171,"aconitase 1","Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. This enzyme can also specifically bind to the 5' UTR of CSD2 in vitro.","aconitase 1 (ACO1)"
"AT3G59970.1",2,282022.666666667,72580.25,13239.25,0.257356087217576,0.0469439217651536,0.973916273645192,0.980677399392262,172,"methylenetetrahydrofolate reductase 1","methylenetetrahydrofolate reductase MTHFR1 mRNA, complete","methylenetetrahydrofolate reductase 1 (MTHFR1)"
"AT2G44160.1",2,282022.666666667,72580.25,13239.25,0.257356087217576,0.0469439217651536,0.973916273645192,0.980677399392262,172,"methylenetetrahydrofolate reductase 2","methylenetetrahydrofolate reductase MTHFR2 mRNA, complete","methylenetetrahydrofolate reductase 2 (MTHFR2)"
"AT4G12910.1",2,260991.666666667,446143.5,63836.5,1.70941664804113,0.244592100641783,0.0966576936102425,0.977559073805992,173,"serine carboxypeptidase-like 20","","serine carboxypeptidase-like 20 (scpl20)"
"AT3G08530.1",2,233519.333333333,34162,22409.75,0.146291955840915,0.0959652876706854,0.939945596173157,0.945255864205553,174,"Clathrin, heavy chain","","Clathrin, heavy chain"
"AT2G28190.1",2,14614,6837.5,126496.5,0.467873272204735,8.65584371150951,0.936314364689895,0.00726727888636287,175,"copper/zinc superoxide dismutase 2","Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage.","copper/zinc superoxide dismutase 2 (CSD2)"
"AT1G52360.1",2,38534.6666666667,2615,4034,0.0678609736687312,0.104684958997959,0.942970545285168,0.939096943807576,176,"Coatomer, beta' subunit","","Coatomer, beta' subunit"
"AT3G15980.1",2,38534.6666666667,2615,4034,0.0678609736687312,0.104684958997959,0.942970545285168,0.939096943807576,176,"Coatomer, beta' subunit","","Coatomer, beta' subunit"
"AT4G10300.1",2,9145.33333333333,86838.5,479372.5,9.49538926957282,52.4171708703893,0.0574334838907888,0.00219875494273157,177,"RmlC-like cupins superfamily protein","","RmlC-like cupins superfamily protein"
"AT5G23820.1",2,3393363.66666667,1421380,536206.75,0.418870518937404,0.158016293763975,0.954004329257619,0.971821476669682,178,"MD-2-related lipid recognition domain-containing protein","","MD-2-related lipid recognition domain-containing protein"
"AT5G20500.1",2,12911.3333333333,34455.5,77425.25,2.66862446429493,5.99668895543966,0.00524254348660283,0.00106248530945032,179,"Glutaredoxin family protein","","Glutaredoxin family protein"
"AT5G20720.1",2,63669.3333333333,134351.25,221123.25,2.11014067473614,3.47299458661417,0.0143306698371526,0.000410789270453168,180,"chaperonin 20","Encodes a chloroplast co-chaperonin with similarity to CPN21 from spinach, E.coli GroES.","chaperonin 20 (CPN20)"
"AT3G58610.1",2,64176.3333333333,24735.25,5944.75,0.385426351354861,0.0926314996701796,0.905291726396051,0.948397590348715,181,"ketol-acid reductoisomerase","","ketol-acid reductoisomerase"
"AT3G62410.1",2,751199.666666667,654413.75,192405.25,0.871158200726926,0.256130638148136,0.715700619821969,0.977010479250433,182,"CP12 domain-containing protein 2","CP12-2 encodes a small peptide found in the chloroplast stroma. It belongs to the CP12 gene family thought to be involved in the formation of a supramolecular complex with glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and phosphoribulokinase (PRK) embedded in the Calvin cycle. CP12-2 is coordinately regulated by light with the photosynthetic GAPDH and PRK. The annotation of this gene is based on article 32494.","CP12 domain-containing protein 2 (CP12-2)"
"AT2G30970.1",2,195241.333333333,22218.5,9250.25,0.113800185753017,0.0473785434778155,0.945000980038586,0.95087233398061,183,"aspartate aminotransferase 1","ASPARTATE AMINOTRANSFERASE 1","aspartate aminotransferase 1 (ASP1)"
"AT2G22795.1",2,56343.6666666667,87.25,25,0.00154853251770385,0.000443705592465287,0.998973785439538,0.998970422064828,184,"","","unknown protein"
"AT3G05560.1",2,351037,72308.25,49120.75,0.205984696769856,0.139930406196498,0.970792862690583,0.972178575777088,185,"Ribosomal L22e protein family","","Ribosomal L22e protein family"
"AT5G27770.1",2,351037,72308.25,49120.75,0.205984696769856,0.139930406196498,0.970792862690583,0.972178575777088,185,"Ribosomal L22e protein family","","Ribosomal L22e protein family"
"AT3G55330.1",2,8063.33333333333,29320.75,59306.25,3.63630632492766,7.35505374121538,0.00281701642651908,0.00313890111819733,186,"PsbP-like protein 1","","PsbP-like protein 1 (PPL1)"
"AT3G28270.1",2,3524,67574.75,1979.25,19.1755817253121,0.561648694665153,0.019832225364618,0.796085610830082,187,"Protein of unknown function (DUF677)","","Protein of unknown function (DUF677)"
"AT5G20010.1",2,522809.333333333,212487.25,25234,0.406433543650075,0.0482661620425037,0.90322010693416,0.95201686123286,188,"RAS-related nuclear protein-1","A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.","RAS-related nuclear protein-1 (RAN-1)"
"AT5G20020.1",2,522809.333333333,212487.25,25234,0.406433543650075,0.0482661620425037,0.90322010693416,0.95201686123286,188,"RAS-related GTP-binding nuclear protein 2","A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.","RAS-related GTP-binding nuclear protein 2 (RAN2)"
"AT3G03250.1",2,1059080.66666667,576002.75,167518,0.543870517259938,0.158173031830751,0.972051022712153,0.993313687918487,189,"UDP-GLUCOSE PYROPHOSPHORYLASE 1","Is thought to encode a cytosolic UDP-glucose pyrophosphorylase with strong similarity to potato UTP--glucose-1-phosphate uridylyltransferase.  Downregulated by flooding.","UDP-GLUCOSE PYROPHOSPHORYLASE 1 (UGP1)"
"AT2G47730.1",2,124966.333333333,19967.25,65755.75,0.159781034358587,0.526187719892558,0.967252164042149,0.918024430408411,190,"glutathione S-transferase phi 8","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase phi 8 (GSTF8)"
"AT4G30530.1",2,237155,133775.75,45045,0.564085724526154,0.189939069385001,0.941324459248484,0.977749494350261,191,"Class I glutamine amidotransferase-like superfamily protein","","Class I glutamine amidotransferase-like superfamily protein"
"AT5G17310.2",2,1081695,652753,93746,0.603453838651376,0.0866658346391543,0.896132514311039,0.982456320517898,192,"UDP-glucose pyrophosphorylase 2","","UDP-glucose pyrophosphorylase 2 (UGP2)"
"AT5G17310.1",2,1081695,652753,93746,0.603453838651376,0.0866658346391543,0.896132514311039,0.982456320517898,192,"UDP-glucose pyrophosphorylase 2","","UDP-glucose pyrophosphorylase 2 (UGP2)"
"AT5G66570.1",2,25730.3333333333,22000.5,177735.5,0.855041390835719,6.90762524128461,0.654312063730655,0.00221204805854041,193,"PS II oxygen-evolving complex 1","Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO1 is the major isoform in the wild-type.","PS II oxygen-evolving complex 1 (PSBO1)"
