"","Accession","Unique peptides","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_2_ID","Short_description","Curator_summary","gene_name"
"296","AT4G13850.1",1,7208,8156,30026.6666666667,1.1315205327414,4.16574176840548,0.309695076885743,0.000167467814765689,268,"glycine-rich RNA-binding protein 2","Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.","glycine-rich RNA-binding protein 2 (GR-RBP2)"
"297","AT2G47470.1",2,23258.3333333333,26112.3333333333,60126.3333333333,1.12270870655679,2.58515227517019,0.0961218238445227,3.73275544792306e-05,269,"thioredoxin family protein","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.","UNFERTILIZED EMBRYO SAC 5 (UNE5)"
"298","AT2G47470.2",2,23258.3333333333,26112.3333333333,60126.3333333333,1.12270870655679,2.58515227517019,0.0961218238445227,3.73275544792306e-05,269,"thioredoxin family protein","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.","UNFERTILIZED EMBRYO SAC 5 (UNE5)"
"299","AT5G43960.1",1,40102,44509.3333333333,85289,1.10990308047811,2.12680165577777,0.200325700846033,0.00253218099550778,270,"Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain","","Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain"
"300","AT4G23670.1",4,193565.333333333,213183.666666667,1153826.33333333,1.10135251491314,5.96091414440602,0.398319689388338,0.000962989224537803,271,"Polyketide cyclase/dehydrase and lipid transport superfamily protein","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"301","AT3G10740.1",1,24810.3333333333,27028,11609.6666666667,1.08938479934436,0.467936746785614,0.318638237364674,0.96135235819213,272,"alpha-L-arabinofuranosidase 1","Encodes a bifunctional alpha-l-arabinofuranosidase/beta-d-xylosidase that belongs to family 51 of glycoside hydrolases.  It may be involved in cell wall modification.","alpha-L-arabinofuranosidase 1 (ASD1)"
"302","AT2G43290.1",1,5700.33333333333,6165,17988.3333333333,1.08151570083621,3.1556634114964,0.355240989440439,0.000932867777932343,273,"Calcium-binding EF-hand family protein","Encodes calmodulin-like MSS3.","multicopy suppressors of snf4 deficiency in yeast 3 (MSS3)"
"303","AT2G30110.1",1,6915,7463.33333333333,10003.3333333333,1.07929621595565,1.44661364184141,0.364353584251911,0.0661825789990059,274,"ubiquitin-activating enzyme 1","Encodes a ubiquitin-activating enzyme (E1), involved in the first step in conjugating multiple ubiquitins to proteins targeted for degradation. Gene is expressed in most tissues examined. Mutant is able to revert the constitutive defense responses phenotype of snc1, which indicates the gene is involved in defense response. It also indicates that ubiquitination plays a role in plant defense signalling.","ubiquitin-activating enzyme 1 (UBA1)"
"304","AT1G22400.1",3,93165.6666666667,99131.3333333333,273274.333333333,1.06403288765175,2.9332085854231,0.279123758007717,0.000974843554870215,275,"UDP-Glycosyltransferase superfamily protein","","UGT85A1"
"305","AT1G22340.1",3,93165.6666666667,99131.3333333333,273274.333333333,1.06403288765175,2.9332085854231,0.279123758007717,0.000974843554870215,275,"UDP-glucosyl transferase 85A7","","UDP-glucosyl transferase 85A7 (UGT85A7)"
"306","AT4G03080.1",1,7619.33333333333,7903,35501,1.03722985388048,4.65933152506781,0.433048214956524,0.000100695651692194,276,"BRI1 suppressor 1 (BSU1)-like 1","","BRI1 suppressor 1 (BSU1)-like 1 (BSL1)"
"307","AT4G01870.1",2,17171.3333333333,17683.3333333333,88887.6666666667,1.02981713708895,5.17651512210273,0.424351232500505,2.98243954493381e-05,277,"tolB protein-related","","tolB protein-related"
"308","AT3G27925.1",1,23714,24415.3333333333,41755.3333333333,1.02957465350988,1.76078828258975,0.302212918776121,0.000188231209849347,278,"DegP protease 1","Encodes a DegP protease; nuclear gene encoding chloroplast-targeted protease that can degrade two lumenal proteins, plastocyanin and OE33, suggesting a role as a general-purpose protease in the thylakoid lumen.  Involved in the degradation of D1 protein of PS II, hence participating in the repair of PS II damages caused by photoinhibition.","DegP protease 1 (DEGP1)"
"309","AT1G23310.1",6,155415.333333333,158669.333333333,447683.666666667,1.02093744503974,2.88056305040687,0.410139373342509,5.90320365434956e-05,279,"glutamate:glyoxylate aminotransferase","Identified by cloning the gene that corresponded to a purified protein having glyoxylate aminotransferase activity. Localized to the peroxisome and thought to be involved in photorespiration/ metabolic salvage pathway.","glutamate:glyoxylate aminotransferase (GGT1)"
"310","AT1G70580.1",6,155415.333333333,158669.333333333,447683.666666667,1.02093744503974,2.88056305040687,0.410139373342509,5.90320365434956e-05,279,"alanine-2-oxoglutarate aminotransferase 2","Encodes a protein with glyoxylate aminotransferase activity. It can act on a number of different small substrates and amino acids in vitro.","alanine-2-oxoglutarate aminotransferase 2 (AOAT2)"
"311","AT3G16420.1",5,548264.333333333,558429.333333333,450339,1.01854032695908,0.821390290449923,0.285890028743557,0.991429958227799,280,"PYK10-binding protein 1","The PBP1(PYK10-binding protein 1) assists the PYK10 (beta-glucosidase complex) in its activity and may act like a molecular  chaperone that facilitates the correct polymerization of PYK10, when tissues are damaged and subcellular structures are destroyed by pests.","PYK10-binding protein 1 (PBP1)"
"312","AT3G16430.1",5,548264.333333333,558429.333333333,450339,1.01854032695908,0.821390290449923,0.285890028743557,0.991429958227799,280,"jacalin-related lectin 31","","jacalin-related lectin 31 (JAL31)"
"313","AT4G29680.1",1,11494.3333333333,11686,17007.6666666667,1.01667488327582,1.4796566424035,0.482532517323642,0.142772648559194,281,"Alkaline-phosphatase-like family protein","","Alkaline-phosphatase-like family protein"
"314","AT5G20230.1",2,967925.333333333,980388,2243164.33333333,1.01287564881038,2.31749728629206,0.469640414751696,0.00453983205548991,282,"blue-copper-binding protein","Al-stress-induced gene","blue-copper-binding protein (BCB)"
"315","AT1G32470.1",2,996265.666666667,1008109,3558161,1.01188772606504,3.57149816464618,0.47099724943262,9.30021993899184e-05,283,"Single hybrid motif superfamily protein","","Single hybrid motif superfamily protein"
"316","AT1G26340.1",1,16515.6666666667,16678.3333333333,30722.3333333333,1.00984923406059,1.86019335176701,0.48182341522427,0.0188296722662371,284,"cytochrome B5 isoform A","encodes a member of the cytochromes b5 family of proteins that localizes to the outer envelope of the chloroplast. The C-terminal portion of the protein appears to be capable of inserting into a plant microsomal membrane in vitro.","cytochrome B5 isoform A (CB5-A)"
"317","AT4G14710.1",1,17379.6666666667,17514,29016.3333333333,1.0077293388826,1.66955637814304,0.492529059920548,0.0623800046627922,285,"RmlC-like cupins superfamily protein","","ATARD2"
"318","AT5G19220.1",1,4969.66666666667,5002.66666666667,19375,1.00664028439198,3.89865182104769,0.485755792927315,0.000638688594872148,286,"ADP glucose pyrophosphorylase large subunit 1","Encodes the large subunit of ADP-glucose pyrophosphorylase which catalyzes the first, rate limiting step in starch biosynthesis.  The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms (ApL1-4) have been identified. ApL1 is the major large subunit isoform present in leaves. Mutational analysis of APS1 suggests that APL1 and APL2 can compensate for loss of APS1 catalytic activity,suggesting both have catalytic as well as regulatory functions.","ADP glucose pyrophosphorylase large subunit 1 (APL1)"
"319","AT5G67130.1",1,13548,13538.3333333333,11951,0.999286487550438,0.882122822556835,0.502774450639041,0.846240865770301,287,"PLC-like phosphodiesterases superfamily protein","","PLC-like phosphodiesterases superfamily protein"
"320","AT3G48690.1",2,52548,52499.3333333333,75637,0.999073862627185,1.43938874933394,0.500949251644618,0.165003886406503,288,"alpha/beta-Hydrolases superfamily protein","Encodes a protein with carboxylesterase whose activity was tested using both pNA and 2,4-D-methyl.","CXE12"
"321","AT3G17790.1",1,1536,1534.33333333333,11673.6666666667,0.998914930555555,7.60004340277778,0.500845952651657,0.00207355176976879,289,"purple acid phosphatase 17","","purple acid phosphatase 17 (PAP17)"
"322","AT5G55730.1",5,579778.333333333,568960.333333333,563235.666666667,0.981341144747849,0.971467256163994,0.689251723182622,0.819470294927644,290,"FASCICLIN-like arabinogalactan 1","fasciclin-like arabinogalactan-protein 1 (Fla1)","FASCICLIN-like arabinogalactan 1 (FLA1)"
"323","AT4G29350.1",4,985805,956681.666666667,901125.666666667,0.97045730815594,0.914101335118676,0.702111152559731,0.95499883382172,291,"profilin 2","Encodes profilin2, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Expressed in vegetative organs. The first intron of PRF2 enhances gene expression.","profilin 2 (PFN2)"
"324","AT5G14260.1",2,25019,24121,31636,0.964107278468364,1.26447899596307,0.711674280468586,0.0156684382560507,292,"Rubisco methyltransferase family protein","","Rubisco methyltransferase family protein"
"325","AT5G35630.1",2,289547.666666667,276311.333333333,407926.333333333,0.95428616819568,1.40883999525697,0.747862034809294,0.00312496340828439,293,"glutamine synthetase 2","chloroplastic glutamine synthetase","glutamine synthetase 2 (GS2)"
"326","AT3G46550.1",1,5631,5359.66666666667,9856.33333333333,0.95181436097792,1.75036997572959,0.525936407616057,0.184614351859651,294,"Fasciclin-like arabinogalactan family protein","Isolated in a screen for salt hypersensitive mutants. Mutants have thinner cell walls, abnormal siliques and root growth is inhibited under salt stress. The gene has similarity to arabinogalactan proteins and domains associated with cell adhesion.","salt overly sensitive 5 (SOS5)"
"327","AT5G20720.1",1,45042.6666666667,42712,103658.666666667,0.948256467941507,2.3013439109585,0.699646650375389,0.000339835724792395,295,"chaperonin 20","Encodes a chloroplast co-chaperonin with similarity to CPN21 from spinach, E.coli GroES.","chaperonin 20 (CPN20)"
"328","AT2G13360.1",5,253947.333333333,237311,535325,0.934489041034755,2.10801583530443,0.55519000988252,0.0489751958977611,296,"alanine:glyoxylate aminotransferase","Encodes a peroxisomal photorespiratory enzyme that catalyzes transamination reactions with multiple substrates. It is involved in photorespiration.","alanine:glyoxylate aminotransferase (AGT)"
"329","AT3G08740.1",1,12260.3333333333,11422.6666666667,25303,0.931676680895027,2.0638101193551,0.847432834192536,0.000362630408593999,297,"elongation factor P (EF-P) family protein","","elongation factor P (EF-P) family protein"
"330","AT1G66970.1",7,217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,298,"SHV3-like 2","","SHV3-like 2 (SVL2)"
"331","AT1G66970.2",7,217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,298,"SHV3-like 2","","SHV3-like 2 (SVL2)"
"332","AT1G66980.1",7,217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,298,"suppressor of npr1-1 constitutive 4","Encodes SNC4 (suppressor of npr1-1, constitutive 4), an atypical receptor-like kinase with two predicted extracellular glycerophosphoryl diester phosphodiesterase domains.","suppressor of npr1-1 constitutive 4 (SNC4)"
"333","AT4G38740.1",3,131804.333333333,120886.666666667,103478,0.917167619678665,0.785087996601022,0.891017293020275,0.982927289317319,299,"rotamase CYP 1","Encodes cytosolic cyclophilin ROC1.","rotamase CYP 1 (ROC1)"
"334","AT2G21130.1",3,131804.333333333,120886.666666667,103478,0.917167619678665,0.785087996601022,0.891017293020275,0.982927289317319,299,"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein"
"335","AT5G39210.1",1,46751.3333333333,42633.6666666667,60416.3333333333,0.911924080596632,1.29229112895176,0.837280625759973,0.0148698506552325,300,"chlororespiratory reduction 7","Encodes a protein of the chloroplastic NAD(P)H dehydrogenase complex (NDH Complex) involved in respiration, photosystem I (PSI) cyclic electron transport and CO2 uptake. The product of this gene appears to be essential for the stable formation of the NDH Complex.","CHLORORESPIRATORY REDUCTION 7 (CRR7)"
"336","AT1G62380.1",1,17210,15679.3333333333,30731.3333333333,0.91105946155336,1.78566724772419,0.790337061929241,0.00213220865279236,301,"ACC oxidase 2","Encodes a protein similar to 1-aminocyclopropane-1-carboxylic oxidase (ACC oxidase). Expression of the AtACO2 transcripts is affected by ethylene.","ACC oxidase 2 (ACO2)"
"337","AT2G35010.1",2,69993.6666666667,61801,124957.666666667,0.882951314642753,1.78527104833294,0.94329397781582,0.000171141375631843,302,"thioredoxin O1","","thioredoxin O1 (TO1)"
"338","AT2G15130.1",1,1755.66666666667,1542,27025.3333333333,0.878298841845453,15.3932029618379,0.63130685013324,0.000281104823570865,303,"Plant basic secretory protein (BSP) family protein","","Plant basic secretory protein (BSP) family protein"
"339","AT3G58610.1",3,77331.3333333333,67804.6666666667,91401,0.876807158805831,1.18194005017371,0.820511052080424,0.111209453145361,304,"ketol-acid reductoisomerase","","ketol-acid reductoisomerase"
"340","AT4G34180.1",3,187906.333333333,164656.333333333,166951.333333333,0.876268140687115,0.888481672606387,0.994561814995808,0.997311552609158,305,"Cyclase family protein","","Cyclase family protein"
"341","AT1G44542.1",3,187906.333333333,164656.333333333,166951.333333333,0.876268140687115,0.888481672606387,0.994561814995808,0.997311552609158,305,"Cyclase family protein","","Cyclase family protein"
"342","AT2G43710.1",1,10536.3333333333,9231.33333333333,9303.33333333333,0.876142870701383,0.882976367490272,0.643805752861547,0.636654565216137,306,"Plant stearoyl-acyl-carrier-protein desaturase family protein","Encodes a stearoyl-ACP desaturase, involved in fatty acid desaturation. The ssi2 mutants have increased 18:0 and reduced 18:1 fatty acids. Exogenous application of glycerol to wild type plants mimics the ssi2 mutant phenotype. The altered 18:1 fatty acid content in the ssi2 mutants has an impact on SA- and JA-mediated defense signaling. ssi2 mutants resulted in hyper-resistance to green peach aphid and antibiosis activity in petiole exudates.","SSI2"
"343","AT1G09340.1",4,458541,401448.333333333,482521,0.875490595897277,1.05229630501962,0.877421303388052,0.28539223332576,307,"chloroplast RNA binding","Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes.","chloroplast RNA binding (CRB)"
"344","AT4G28660.1",1,39583,34547.3333333333,72648.3333333333,0.872782086585992,1.83534177129913,0.818823259933009,0.00351749751927413,308,"photosystem II reaction center PSB28 protein","Similar to PsbW subunit of photosystem II.","photosystem II reaction center PSB28 protein (PSB28)"
"345","AT2G44060.1",2,46142,39659,77576.3333333333,0.859498938060769,1.68125207692197,0.864960804606012,0.00825537220846911,309,"Late embryogenesis abundant protein, group 2","","Late embryogenesis abundant protein, group 2"
"346","AT3G08530.1",1,8577.66666666667,7371.33333333333,9284.66666666667,0.859363463257296,1.08242334745269,0.660602682040298,0.401769781443675,310,"Clathrin, heavy chain","","Clathrin, heavy chain"
"347","AT4G11650.1",3,32771.3333333333,28139.3333333333,149894.333333333,0.85865695628293,4.57394674207132,0.844883640819027,0.000309496850631275,311,"osmotin 34","osmotin-like protein","osmotin 34 (OSM34)"
"348","AT3G57260.1",2,294645,252403,128143.666666667,0.856634254781177,0.434908675411654,0.868626761126496,0.987235488109195,312,"beta-1,3-glucanase 2","beta 1,3-glucanase","""beta-1,3-glucanase 2"" (BGL2)"
"349","AT3G10060.1",5,188169,160775.666666667,815994,0.854421645790043,4.33649538446822,0.863294223793393,8.96877261389123e-06,313,"FKBP-like peptidyl-prolyl cis-trans isomerase family protein","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein"
"350","AT5G16050.1",3,305541.666666667,260316.333333333,245436,0.851983090140461,0.803281603709259,0.642026944851308,0.683128767579774,314,"general regulatory factor 5","Encodes GF14 upsilon chain, a 14-3-3 gene family member.","general regulatory factor 5 (GRF5)"
"351","AT3G02520.1",3,305541.666666667,260316.333333333,245436,0.851983090140461,0.803281603709259,0.642026944851308,0.683128767579774,314,"general regulatory factor 7","Encodes GF14 &",""
"352","AT2G02990.1",3,257360.333333333,219146.666666667,182700,0.851516874524823,0.709899608978851,0.834132135936011,0.939179126581579,315,"ribonuclease 1","member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid.","ribonuclease 1 (RNS1)"
"353","AT3G13235.1",1,17597,14881,29580,0.84565550946184,1.68096834687731,0.629883560060728,0.115855602130839,316,"ubiquitin family protein","","ubiquitin family protein"
"354","AT3G19010.1",3,46136.3333333333,38719.6666666667,98159,0.839244557796097,2.12758563388219,0.929075696020075,0.000433656527074103,317,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"355","AT4G09320.1",3,291205.333333333,238752.666666667,328333.666666667,0.81987738319811,1.12749880954561,0.903962405140487,0.151011034017225,318,"Nucleoside diphosphate kinase family protein","nucleoside diphosphate kinase type 1 (NDPK1) gene, complete","NDPK1"
"356","AT4G18810.1",2,19170,15665,29178,0.81716223265519,1.52206572769953,0.737867303739179,0.067456924689716,319,"NAD(P)-binding Rossmann-fold superfamily protein","","NAD(P)-binding Rossmann-fold superfamily protein"
"357","AT3G14415.1",6,130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,320,"Aldolase-type TIM barrel family protein","","Aldolase-type TIM barrel family protein"
"358","AT3G14415.2",6,130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,320,"Aldolase-type TIM barrel family protein","","Aldolase-type TIM barrel family protein"
"359","AT3G14420.1",6,130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,320,"Aldolase-type TIM barrel family protein","","Aldolase-type TIM barrel family protein"
"360","AT4G18360.1",6,130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,320,"Aldolase-type TIM barrel family protein","","Aldolase-type TIM barrel family protein"
"361","AT3G62030.1",11,13748209,10815382,12727329.6666667,0.78667570444994,0.92574455819421,0.977842446834638,0.871832457906486,321,"rotamase CYP 4","nuclear-encoded chloroplast stromal cyclophilin CYP20-3 (also known as ROC4). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","rotamase CYP 4 (ROC4)"
"362","AT3G25520.1",2,37865.6666666667,29764.6666666667,38714.3333333333,0.786059491007685,1.02241256371207,0.885692287071567,0.451341460464824,322,"ribosomal protein L5","Encodes ribosomal protein L5 that binds to 5S ribosomal RNA and in involved in its export from the nucleus to the cytoplasm. Identified in a screen for enhancers of as1. as1/pgy double mutants show defects in leaf vascular patterning and adaxial cell fate. Double mutant analysis indicates pgy genes function in the same pathway as REV, KAN1 and KAN2.","ribosomal protein L5 (ATL5)"
"363","AT3G25520.2",2,37865.6666666667,29764.6666666667,38714.3333333333,0.786059491007685,1.02241256371207,0.885692287071567,0.451341460464824,322,"ribosomal protein L5","Encodes ribosomal protein L5 that binds to 5S ribosomal RNA and in involved in its export from the nucleus to the cytoplasm. Identified in a screen for enhancers of as1. as1/pgy double mutants show defects in leaf vascular patterning and adaxial cell fate. Double mutant analysis indicates pgy genes function in the same pathway as REV, KAN1 and KAN2.","ribosomal protein L5 (ATL5)"
"364","AT1G77060.1",1,4992.33333333333,3918,7757.33333333333,0.784803365159912,1.55384923549442,0.958629740454249,0.0341118166470022,323,"Phosphoenolpyruvate carboxylase family protein","","Phosphoenolpyruvate carboxylase family protein"
"365","AT2G21330.1",7,2279759.66666667,1775612.66666667,2581336,0.778859584467895,1.13228426563677,0.986428844847108,0.044151046933516,324,"fructose-bisphosphate aldolase 1","","fructose-bisphosphate aldolase 1 (FBA1)"
"366","AT2G21330.2",7,2279759.66666667,1775612.66666667,2581336,0.778859584467895,1.13228426563677,0.986428844847108,0.044151046933516,324,"fructose-bisphosphate aldolase 1","","fructose-bisphosphate aldolase 1 (FBA1)"
"367","AT1G68010.1",5,354650,276155,575368,0.778669110390526,1.62235443394896,0.911562719912995,0.0130663195632581,325,"hydroxypyruvate reductase","Encodes hydroxypyruvate reductase.","hydroxypyruvate reductase (HPR)"
"368","AT1G77090.1",3,83743,64836,252077,0.774225905448814,3.01012621950491,0.985742582045377,4.52747083563551e-06,326,"Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"369","AT2G42590.1",3,119225.666666667,91473.3333333333,171013.666666667,0.767228533006036,1.43436955689071,0.964136163616258,0.0068539197023718,327,"general regulatory factor 9","14-3-3 gene. Binds calcium and displays induced structural changes.","general regulatory factor 9 (GRF9)"
"370","AT2G42590.2",3,119225.666666667,91473.3333333333,171013.666666667,0.767228533006036,1.43436955689071,0.964136163616258,0.0068539197023718,327,"general regulatory factor 9","14-3-3 gene. Binds calcium and displays induced structural changes.","general regulatory factor 9 (GRF9)"
"371","AT5G35700.1",2,33163.6666666667,25407.3333333333,39657,0.766119548501875,1.19579660471801,0.974663477908192,0.0418158506342851,328,"fimbrin-like protein 2","","fimbrin-like protein 2 (FIM2)"
"372","AT5G09810.1",1,27190,20796.3333333333,8677.66666666667,0.764852274120387,0.319149197008704,0.769930807484176,0.940570741855812,329,"actin 7","Member of Actin gene family.Mutants are defective in germination and root growth.","actin 7 (ACT7)"
"373","AT3G28940.1",6,548181.333333333,416394.666666667,909523.333333333,0.759592932752179,1.65916509378892,0.980406769619547,0.000842556557913794,330,"AIG2-like (avirulence induced gene) family protein","","AIG2-like (avirulence induced gene) family protein"
"374","AT3G01500.1",4,2515538.33333333,1900406,5505155.66666667,0.755466921262049,2.18846025668462,0.993924580578712,3.44773136088943e-06,331,"carbonic anhydrase 1","Encodes a putative beta-carbonic anhydrase betaCA1.  Together with betaCA4 (At1g70410) regulates CO2-controlled stomatal movements in guard cells.","carbonic anhydrase 1 (CA1)"
"375","AT1G15930.1",1,15226.3333333333,11493.6666666667,32375.3333333333,0.754854528339062,2.12627246656013,0.76980620868285,0.0222638050604332,332,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein"
"376","AT4G32920.1",1,51696.6666666667,37715.6666666667,52214,0.729557031401122,1.01000709265588,0.865160961837167,0.481987849782288,333,"glycine-rich protein","","glycine-rich protein"
"377","AT4G24770.1",7,1625573.33333333,1175918.33333333,3396629.66666667,0.723386825571286,2.08949642382585,0.992535150795517,0.000661520977127966,334,"31-kDa RNA binding protein","Encodes a chloroplast RNA-binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).  Required for editing and stability of specific chloroplast mRNAs.","31-kDa RNA binding protein (RBP31)"
"378","AT3G16640.1",7,1471816,1058999,1880282.33333333,0.719518608304299,1.27752540625549,0.961067190759701,0.0404328551384191,335,"translationally controlled tumor protein","Encodes a protein homologous to  translationally controlled tumor protein (TCTP) from Drosophila. In flies, TCTP functions guanine nucleotide exchange factor in the TOR signaling pathway. TCTP is expressed throughout the plant with highest levels seen in meristematic regions of the shoot and root. Loss of function alleles are not transmitted through the male gametophyte due to defects in pollen tube growth. Hypomorphs, generated through RNAi, are dwarf and have smaller cells. These plants also have defects in lateral and primary root growth as well as root hair growth. The phenotypes are similar to TOR mutants suggesting that TCTP functions in the is pathway in Arabidopsis as well.","translationally controlled tumor protein (TCTP)"
"379","AT3G05540.1",7,1471816,1058999,1880282.33333333,0.719518608304299,1.27752540625549,0.961067190759701,0.0404328551384191,335,"Methionine sulfoxide reductase (MSS4-like) family protein","","Methionine sulfoxide reductase (MSS4-like) family protein"
"380","AT5G64120.1",5,860662.333333333,607363,1242512,0.705692553835476,1.4436695459737,0.999149726117718,0.00126302297672854,336,"Peroxidase superfamily protein","encodes a cell wall bound peroxidase that is induced by hypo-osmolarity","Peroxidase superfamily protein"
"381","AT4G34870.1",1,11158.6666666667,7855.33333333333,10544.3333333333,0.70396702114948,0.944945632692078,0.736143031195844,0.548818153943193,337,"rotamase cyclophilin 5","belongs to cyclophilin family","rotamase cyclophilin 5 (ROC5)"
"382","AT1G35580.1",1,27547.6666666667,19374,23291,0.70329005481408,0.845479955955132,0.859466030951068,0.735415173119079,338,"cytosolic invertase 1","Encodes a protein with cytosolic (alkaline/neutral) invertase activity. The protein was shown to interact with PIP5K9.","cytosolic invertase 1 (CINV1)"
"383","AT1G67090.1",4,9875214.66666667,6857857.66666667,6848173,0.694451502893912,0.693470798474457,0.989365632299043,0.985382866391284,339,"ribulose bisphosphate carboxylase small chain 1A","","ribulose bisphosphate carboxylase small chain 1A (RBCS1A)"
"384","AT1G67090.2",4,9875214.66666667,6857857.66666667,6848173,0.694451502893912,0.693470798474457,0.989365632299043,0.985382866391284,339,"ribulose bisphosphate carboxylase small chain 1A","","ribulose bisphosphate carboxylase small chain 1A (RBCS1A)"
"385","AT1G75040.1",12,2532389.66666667,1757163.33333333,1586428,0.693875573914441,0.626454933410064,0.99395813678721,0.992687655473004,340,"pathogenesis-related gene 5","Thaumatin-like protein involved in response to pathogens.  mRNA level of the PR-5 gene (At1g75040)is significantly changed after cutting the inflorescence stem indicating the existence of a network of signal transducing pathways as other stress-regulated genes (At5g01410, At3g17800, At1g29930)do not response to the treatment.","pathogenesis-related gene 5 (PR5)"
"386","AT1G75050.1",12,2532389.66666667,1757163.33333333,1586428,0.693875573914441,0.626454933410064,0.99395813678721,0.992687655473004,340,"Pathogenesis-related thaumatin superfamily protein","","Pathogenesis-related thaumatin superfamily protein"
"387","AT5G44650.1",1,72319.3333333333,49611.6666666667,97348,0.686008351846901,1.34608541745407,0.968645111281157,0.0298830475468784,341,"","Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage.","CHLOROPLAST PROTEIN-ENHANCING STRESS TOLERANCE (CEST)"
"388","AT2G43910.1",1,108093.666666667,72485.6666666667,80554.6666666667,0.670581995244865,0.745230217003155,0.980082777295074,0.966345747008219,342,"HARMLESS TO OZONE LAYER 1","","HARMLESS TO OZONE LAYER 1 (HOL1)"
"389","AT5G51070.1",4,183446.333333333,119976,360045.333333333,0.654011436587267,1.96267391553206,0.985948723752259,0.000347981967197566,343,"Clp ATPase","ATP-dependent Clp protease regulatory subunit","EARLY RESPONSIVE TO DEHYDRATION 1 (ERD1)"
"390","AT5G05500.1",1,145954,95151,73023.3333333333,0.651924578976938,0.500317451617176,0.766241102999621,0.835582908628524,344,"Pollen Ole e 1 allergen and extensin family protein","","Pollen Ole e 1 allergen and extensin family protein"
"391","AT4G38970.1",8,6862286.66666667,4463111,6869910.66666667,0.650382476978034,1.00111099992908,0.978427723575622,0.494973780739195,345,"fructose-bisphosphate aldolase 2","Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","fructose-bisphosphate aldolase 2 (FBA2)"
"392","AT4G38970.2",8,6862286.66666667,4463111,6869910.66666667,0.650382476978034,1.00111099992908,0.978427723575622,0.494973780739195,345,"fructose-bisphosphate aldolase 2","Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","fructose-bisphosphate aldolase 2 (FBA2)"
"393","AT5G23120.1",3,230962.333333333,148035.666666667,262924.666666667,0.640951554871141,1.13838764473861,0.959554116663972,0.17649905571593,346,"photosystem II stability/assembly factor, chloroplast (HCF136)","encodes a stability and/or assembly factor of photosystem II","HIGH CHLOROPHYLL FLUORESCENCE 136 (HCF136)"
