"","Accession","Description","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","Unique peptides","Confidence score"
"274","AT5G13420.1","| Symbols:  | Aldolase-type TIM barrel family protein | chr5:4302080-4304212 REVERSE LENGTH=438",326238.333333333,440291.333333333,899408,1.34960024113251,2.7569047168992,0.032235000304519,0.00128775337910099,"1","45.19"
"275","AT3G02740.1","| Symbols:  | Eukaryotic aspartyl protease family protein | chr3:590561-593089 FORWARD LENGTH=488",5838,7790,27984.6666666667,1.33436108256252,4.793536599292,0.287065369880322,0.00244692974080169,"1","28.6"
"276","AT1G71695.1","| Symbols:  | Peroxidase superfamily protein | chr1:26964359-26966557 FORWARD LENGTH=358",6254,8302.33333333333,20117.6666666667,1.32752371815371,3.21676793518815,0.255842233103656,0.0145013976597913,"1","21.71"
"277","AT3G04720.1","| Symbols: PR4, HEL, PR-4 | pathogenesis-related 4 | chr3:1285691-1286531 REVERSE LENGTH=212",39091.3333333333,51815,135299.666666667,1.3254856148848,3.46111670105906,0.0790233492293785,0.000150630681710288,"1","27.65"
"278","AT3G45030.1","| Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:16471606-16472312 REVERSE LENGTH=124",10439,13806.3333333333,19048,1.32257240476419,1.82469585209311,0.033534881302258,0.000146402367071947,"1","31.26"
"279","AT3G10620.1","| Symbols: ATNUDX26, NUDX26 | nudix hydrolase homolog 26 | chr3:3320263-3321565 FORWARD LENGTH=216",43420.3333333333,57305,64755.3333333333,1.31977337806404,1.49135965484681,0.0647446744109638,0.0237078029547305,"1","39.32"
"280","AT3G01680.1","| Symbols:  | CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med28 (InterPro:IPR021640); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01670.1); Has 122 Blast hits to 112 proteins in 13 species: Archae - 0; Bacteria - 0",20488.3333333333,26878.3333333333,29846,1.31188481249492,1.45673147319613,0.232697347594503,0.111745232345654,"1","15.87"
"281","AT4G09040.1","| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr4:5795075-5797315 REVERSE LENGTH=304",65705.3333333333,83148.6666666667,97430.3333333333,1.26547819558027,1.48283751699507,0.013456349226299,0.00485730226258051,"2","76.51"
"282","AT5G20080.1","| Symbols:  | FAD/NAD(P)-binding oxidoreductase | chr5:6782708-6786360 FORWARD LENGTH=328",37414.6666666667,46915.3333333333,118951,1.25392894052243,3.17926125227184,0.0627579953562943,0.000498686375495489,"2","117.65"
"283","AT1G77490.1","| Symbols: TAPX | thylakoidal ascorbate peroxidase | chr1:29117688-29120046 FORWARD LENGTH=426",37467.6666666667,46973.3333333333,94120.6666666667,1.25370319297528,2.51205039011414,0.086260382357973,0.00299089783821871,"3","80.22"
"284","AT5G50250.1","| Symbols: CP31B | chloroplast RNA-binding protein 31B | chr5:20452677-20453965 REVERSE LENGTH=289",19217.3333333333,23482.6666666667,40997.6666666667,1.22195240407965,2.13336918060085,0.118896827165924,0.00196907412206052,"1","48.49"
"285","AT5G51100.1","| Symbols: FSD2 | Fe superoxide dismutase 2 | chr5:20773357-20775635 REVERSE LENGTH=305",4029.66666666667,4892.33333333333,12768.6666666667,1.21407891471586,3.16866572917528,0.0601903150024873,0.000230325188057511,"1","33.01"
"286","AT3G60820.1","| Symbols: PBF1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr3:22472038-22473809 REVERSE LENGTH=223",31609,38352.6666666667,54237.3333333333,1.21334640977781,1.7158826072743,0.306471788930789,0.0916055489950356,"1","51.29"
"287","AT3G50360.1","| Symbols: ATCEN2, CEN1, CEN2 | centrin2 | chr3:18674421-18675502 FORWARD LENGTH=169",63595,76797.3333333333,159692.333333333,1.20760017821108,2.51108315643263,0.140949515548051,0.000824532696343994,"3","121.36"
"288","AT2G28605.1","| Symbols:  | Photosystem II reaction center PsbP family protein | chr2:12254911-12255689 FORWARD LENGTH=232",7249.66666666667,8668.66666666667,31544,1.19573313715573,4.35109660214263,0.237669222936382,0.000200781214132102,"2","50.15"
"289","AT2G43510.1","| Symbols: ATTI1, TI1 | trypsin inhibitor protein 1 | chr2:18067211-18067620 FORWARD LENGTH=89",849448,1010397,1867389.33333333,1.18947481187783,2.19835626587305,0.0899777348643261,0.00155791395922607,"3","154.91"
"290","AT1G09310.1","| Symbols:  | Protein of unknown function, DUF538 | chr1:3009109-3009648 FORWARD LENGTH=179",546777,641780.666666667,1371899,1.17375212685732,2.50906493872273,0.0445224338510696,5.25091048359602e-05,"5","202.96"
"291","AT1G56580.1","| Symbols:  | Protein of unknown function, DUF538 | chr1:3009109-3009648 FORWARD LENGTH=179",546777,641780.666666667,1371899,1.17375212685732,2.50906493872273,0.0445224338510696,5.25091048359602e-05,"5","202.96"
"292","AT1G70690.1","| Symbols: HWI1, PDLP5 | Receptor-like protein kinase-related family protein | chr1:26652099-26653381 FORWARD LENGTH=299",46938.3333333333,54893.6666666667,42256.6666666667,1.1694847850016,0.90025920534034,0.0169157242322102,0.937940641191242,"1","24.26"
"293","AT2G38270.1","| Symbols: CXIP2, ATGRX2 | CAX-interacting protein 2 | chr2:16031347-16033054 REVERSE LENGTH=293",32498.3333333333,37904,68308.6666666667,1.16633673521719,2.10191291861121,0.0715370375008178,0.00179790694875796,"2","37.53"
"294","AT1G79550.1","| Symbols: PGK | phosphoglycerate kinase | chr1:29924347-29926295 REVERSE LENGTH=401",79033.6666666667,91440.6666666667,73343.3333333333,1.15698373267089,0.928001147190438,0.381271966121616,0.555821268055689,"1","204.21"
"295","AT1G56190.1","| Symbols:  | Phosphoglycerate kinase family protein | chr1:21028403-21030454 FORWARD LENGTH=478",48862.6666666667,56482.3333333333,107918.333333333,1.15594045897345,2.20860506999209,0.26315332657239,0.00790664120536276,"3","410.98"
"296","AT4G13850.1","| Symbols: ATGRP2, GR-RBP2, GRP2 | glycine-rich RNA-binding protein 2 | chr4:8021314-8022065 FORWARD LENGTH=158",7208,8156,30026.6666666667,1.1315205327414,4.16574176840548,0.309695076885743,0.000167467814765689,"1","87.12"
"297","AT2G47470.1","| Symbols: ATPDIL2-1, UNE5, MEE30, PDI11, ATPDI11 | thioredoxin family protein | chr2:19481503-19483683 FORWARD LENGTH=361",23258.3333333333,26112.3333333333,60126.3333333333,1.12270870655679,2.58515227517019,0.0961218238445227,3.73275544792306e-05,"2","67"
"298","AT2G47470.2","| Symbols: ATPDIL2-1, UNE5, MEE30, PDI11, ATPDI11 | thioredoxin family protein | chr2:19481503-19483683 FORWARD LENGTH=361",23258.3333333333,26112.3333333333,60126.3333333333,1.12270870655679,2.58515227517019,0.0961218238445227,3.73275544792306e-05,"2","67"
"299","AT5G43960.1","| Symbols:  | Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain | chr5:17689154-17691653 REVERSE LENGTH=450",40102,44509.3333333333,85289,1.10990308047811,2.12680165577777,0.200325700846033,0.00253218099550778,"1","41.39"
"300","AT4G23670.1","| Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr4:12332846-12333656 REVERSE LENGTH=151",193565.333333333,213183.666666667,1153826.33333333,1.10135251491314,5.96091414440602,0.398319689388338,0.000962989224537803,"4","153.47"
"301","AT3G10740.1","| Symbols: ASD1, ARAF1, ARAF, ATASD1 | alpha-L-arabinofuranosidase 1 | chr3:3361031-3364573 REVERSE LENGTH=678",24810.3333333333,27028,11609.6666666667,1.08938479934436,0.467936746785614,0.318638237364674,0.96135235819213,"1","16.65"
"302","AT2G43290.1","| Symbols: MSS3 | Calcium-binding EF-hand family protein | chr2:17991308-17991955 REVERSE LENGTH=215",5700.33333333333,6165,17988.3333333333,1.08151570083621,3.1556634114964,0.355240989440439,0.000932867777932343,"1","33.66"
"303","AT2G30110.1","| Symbols: ATUBA1, MOS5, UBA1 | ubiquitin-activating enzyme 1 | chr2:12852632-12857369 REVERSE LENGTH=1080",6915,7463.33333333333,10003.3333333333,1.07929621595565,1.44661364184141,0.364353584251911,0.0661825789990059,"1","26.94"
"304","AT1G22400.1","| Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489",93165.6666666667,99131.3333333333,273274.333333333,1.06403288765175,2.9332085854231,0.279123758007717,0.000974843554870215,"3","83.43"
"305","AT1G22340.1","| Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489",93165.6666666667,99131.3333333333,273274.333333333,1.06403288765175,2.9332085854231,0.279123758007717,0.000974843554870215,"3","83.43"
"306","AT4G03080.1","| Symbols: BSL1 | BRI1 suppressor 1 (BSU1)-like 1 | chr4:1359935-1365166 REVERSE LENGTH=881",7619.33333333333,7903,35501,1.03722985388048,4.65933152506781,0.433048214956524,0.000100695651692194,"1","57.12"
"307","AT4G01870.1","| Symbols:  | tolB protein-related | chr4:808473-810431 REVERSE LENGTH=652",17171.3333333333,17683.3333333333,88887.6666666667,1.02981713708895,5.17651512210273,0.424351232500505,2.98243954493381e-05,"2","72.74"
"308","AT3G27925.1","| Symbols: DEGP1, Deg1 | DegP protease 1 | chr3:10366659-10368864 REVERSE LENGTH=439",23714,24415.3333333333,41755.3333333333,1.02957465350988,1.76078828258975,0.302212918776121,0.000188231209849347,"1","29.62"
"309","AT1G23310.1","| Symbols: GGT1, AOAT1, GGAT1 | glutamate:glyoxylate aminotransferase | chr1:8268720-8271329 REVERSE LENGTH=481",155415.333333333,158669.333333333,447683.666666667,1.02093744503974,2.88056305040687,0.410139373342509,5.90320365434956e-05,"6","285.22"
"310","AT1G70580.1","| Symbols: GGT1, AOAT1, GGAT1 | glutamate:glyoxylate aminotransferase | chr1:8268720-8271329 REVERSE LENGTH=481",155415.333333333,158669.333333333,447683.666666667,1.02093744503974,2.88056305040687,0.410139373342509,5.90320365434956e-05,"6","285.22"
"311","AT3G16420.1","| Symbols: PBP1, JAL30 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298",548264.333333333,558429.333333333,450339,1.01854032695908,0.821390290449923,0.285890028743557,0.991429958227799,"5","258.7"
"312","AT3G16430.1","| Symbols: PBP1, JAL30 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298",548264.333333333,558429.333333333,450339,1.01854032695908,0.821390290449923,0.285890028743557,0.991429958227799,"5","258.7"
"313","AT4G29680.1","| Symbols:  | Alkaline-phosphatase-like family protein | chr4:14538067-14539557 REVERSE LENGTH=496",11494.3333333333,11686,17007.6666666667,1.01667488327582,1.4796566424035,0.482532517323642,0.142772648559194,"1","23.68"
"314","AT5G20230.1","| Symbols: ATBCB, BCB, SAG14 | blue-copper-binding protein | chr5:6826626-6827408 FORWARD LENGTH=196",967925.333333333,980388,2243164.33333333,1.01287564881038,2.31749728629206,0.469640414751696,0.00453983205548991,"2","223.58"
"315","AT1G32470.1","| Symbols:  | Single hybrid motif superfamily protein | chr1:11739479-11740246 REVERSE LENGTH=166",996265.666666667,1008109,3558161,1.01188772606504,3.57149816464618,0.47099724943262,9.30021993899184e-05,"2","499.17"
"316","AT1G26340.1","| Symbols: B5 #6, ATCB5-A, CB5-A | cytochrome B5 isoform A | chr1:9113992-9114755 FORWARD LENGTH=135",16515.6666666667,16678.3333333333,30722.3333333333,1.00984923406059,1.86019335176701,0.48182341522427,0.0188296722662371,"1","35.87"
"317","AT4G14710.1","| Symbols: ATARD2 | RmlC-like cupins superfamily protein | chr4:8424897-8426360 REVERSE LENGTH=199",17379.6666666667,17514,29016.3333333333,1.0077293388826,1.66955637814304,0.492529059920548,0.0623800046627922,"1","34.6"
"318","AT5G19220.1","| Symbols: ADG2, APL1 | ADP glucose pyrophosphorylase large subunit 1 | chr5:6463931-6466775 REVERSE LENGTH=522",4969.66666666667,5002.66666666667,19375,1.00664028439198,3.89865182104769,0.485755792927315,0.000638688594872148,"1","17.47"
"319","AT5G67130.1","| Symbols:  | PLC-like phosphodiesterases superfamily protein | chr5:26791599-26793649 FORWARD LENGTH=426",13548,13538.3333333333,11951,0.999286487550438,0.882122822556835,0.502774450639041,0.846240865770301,"1","28.53"
"320","AT3G48690.1","| Symbols: ATCXE12, CXE12 | alpha/beta-Hydrolases superfamily protein | chr3:18037186-18038160 REVERSE LENGTH=324",52548,52499.3333333333,75637,0.999073862627185,1.43938874933394,0.500949251644618,0.165003886406503,"2","67.11"
"321","AT3G17790.1","| Symbols: ATACP5, ATPAP17, PAP17 | purple acid phosphatase 17 | chr3:6089779-6090988 FORWARD LENGTH=338",1536,1534.33333333333,11673.6666666667,0.998914930555555,7.60004340277778,0.500845952651657,0.00207355176976879,"1","36.26"
"322","AT5G55730.1","| Symbols: FLA1 | FASCICLIN-like arabinogalactan 1 | chr5:22558375-22560392 REVERSE LENGTH=424",579778.333333333,568960.333333333,563235.666666667,0.981341144747849,0.971467256163994,0.689251723182622,0.819470294927644,"5","229.22"
"323","AT4G29350.1","| Symbols: PFN2, PRO2, PRF2 | profilin 2 | chr4:14450135-14451119 FORWARD LENGTH=131",985805,956681.666666667,901125.666666667,0.97045730815594,0.914101335118676,0.702111152559731,0.95499883382172,"4","194.15"
"324","AT5G14260.1","| Symbols:  | Rubisco methyltransferase family protein | chr5:4601139-4603873 FORWARD LENGTH=514",25019,24121,31636,0.964107278468364,1.26447899596307,0.711674280468586,0.0156684382560507,"2","62.71"
"325","AT5G35630.1","| Symbols: GS2, GLN2, ATGSL1 | glutamine synthetase 2 | chr5:13831220-13833239 FORWARD LENGTH=430",289547.666666667,276311.333333333,407926.333333333,0.95428616819568,1.40883999525697,0.747862034809294,0.00312496340828439,"2","175.68"
"326","AT3G46550.1","| Symbols: SOS5 | Fasciclin-like arabinogalactan family protein | chr3:17136612-17137874 REVERSE LENGTH=420",5631,5359.66666666667,9856.33333333333,0.95181436097792,1.75036997572959,0.525936407616057,0.184614351859651,"1","24.45"
"327","AT5G20720.1","| Symbols: CPN20, CPN10, CHCPN10, ATCPN21, CPN21 | chaperonin 20 | chr5:7015015-7016354 FORWARD LENGTH=253",45042.6666666667,42712,103658.666666667,0.948256467941507,2.3013439109585,0.699646650375389,0.000339835724792395,"1","67.07"
"328","AT2G13360.1","| Symbols: AGT, AGT1, SGAT | alanine:glyoxylate aminotransferase | chr2:5539417-5540902 REVERSE LENGTH=401",253947.333333333,237311,535325,0.934489041034755,2.10801583530443,0.55519000988252,0.0489751958977611,"5","326.35"
"329","AT3G08740.1","| Symbols:  | elongation factor P (EF-P) family protein | chr3:2654788-2656154 REVERSE LENGTH=236",12260.3333333333,11422.6666666667,25303,0.931676680895027,2.0638101193551,0.847432834192536,0.000362630408593999,"1","38.09"
"330","AT1G66970.1","| Symbols: SVL2 | SHV3-like 2 | chr1:24992746-24996005 REVERSE LENGTH=763",217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,"7","243.72"
"331","AT1G66970.2","| Symbols: SVL2 | SHV3-like 2 | chr1:24992746-24996005 REVERSE LENGTH=763",217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,"7","243.72"
"332","AT1G66980.1","| Symbols: SVL2 | SHV3-like 2 | chr1:24992746-24996005 REVERSE LENGTH=763",217727,201393,245891.333333333,0.924979446738347,1.12935618151783,0.608275600270611,0.321338726355257,"7","243.72"
"333","AT4G38740.1","| Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172",131804.333333333,120886.666666667,103478,0.917167619678665,0.785087996601022,0.891017293020275,0.982927289317319,"3","60.39"
"334","AT2G21130.1","| Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172",131804.333333333,120886.666666667,103478,0.917167619678665,0.785087996601022,0.891017293020275,0.982927289317319,"3","60.39"
"335","AT5G39210.1","| Symbols: CRR7 | chlororespiratory reduction 7 | chr5:15703231-15703999 FORWARD LENGTH=156",46751.3333333333,42633.6666666667,60416.3333333333,0.911924080596632,1.29229112895176,0.837280625759973,0.0148698506552325,"1","41.07"
"336","AT1G62380.1","| Symbols: ACO2, ATACO2 | ACC oxidase 2 | chr1:23082340-23084068 FORWARD LENGTH=320",17210,15679.3333333333,30731.3333333333,0.91105946155336,1.78566724772419,0.790337061929241,0.00213220865279236,"1","20.24"
"337","AT2G35010.1","| Symbols: ATO1, TO1 | thioredoxin O1 | chr2:14754398-14755888 FORWARD LENGTH=194",69993.6666666667,61801,124957.666666667,0.882951314642753,1.78527104833294,0.94329397781582,0.000171141375631843,"2","91.49"
"338","AT2G15130.1","| Symbols:  | Plant basic secretory protein (BSP) family protein | chr2:6565154-6565831 FORWARD LENGTH=225",1755.66666666667,1542,27025.3333333333,0.878298841845453,15.3932029618379,0.63130685013324,0.000281104823570865,"1","36"
"339","AT3G58610.1","| Symbols:  | ketol-acid reductoisomerase | chr3:21671561-21674639 FORWARD LENGTH=591",77331.3333333333,67804.6666666667,91401,0.876807158805831,1.18194005017371,0.820511052080424,0.111209453145361,"3","95.81"
"340","AT4G34180.1","| Symbols:  | Cyclase family protein | chr4:16370060-16371383 REVERSE LENGTH=255",187906.333333333,164656.333333333,166951.333333333,0.876268140687115,0.888481672606387,0.994561814995808,0.997311552609158,"3","125.95"
"341","AT1G44542.1","| Symbols:  | Cyclase family protein | chr4:16370060-16371383 REVERSE LENGTH=255",187906.333333333,164656.333333333,166951.333333333,0.876268140687115,0.888481672606387,0.994561814995808,0.997311552609158,"3","125.95"
"342","AT2G43710.1","| Symbols: SSI2, FAB2 | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr2:18120107-18122495 FORWARD LENGTH=401",10536.3333333333,9231.33333333333,9303.33333333333,0.876142870701383,0.882976367490272,0.643805752861547,0.636654565216137,"1","21.62"
"343","AT1G09340.1","| Symbols: CRB, CSP41B, HIP1.3 | chloroplast RNA binding | chr1:3015473-3018035 FORWARD LENGTH=378",458541,401448.333333333,482521,0.875490595897277,1.05229630501962,0.877421303388052,0.28539223332576,"4","161.5"
"344","AT4G28660.1","| Symbols: PSB28 | photosystem II reaction center PSB28 protein | chr4:14150008-14150933 FORWARD LENGTH=183",39583,34547.3333333333,72648.3333333333,0.872782086585992,1.83534177129913,0.818823259933009,0.00351749751927413,"1","24.67"
"345","AT2G44060.1","| Symbols:  | Late embryogenesis abundant protein, group 2 | chr2:18226922-18227988 FORWARD LENGTH=325",46142,39659,77576.3333333333,0.859498938060769,1.68125207692197,0.864960804606012,0.00825537220846911,"2","66.93"
"346","AT3G08530.1","| Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703",8577.66666666667,7371.33333333333,9284.66666666667,0.859363463257296,1.08242334745269,0.660602682040298,0.401769781443675,"1","19.58"
"347","AT4G11650.1","| Symbols: ATOSM34, OSM34 | osmotin 34 | chr4:7025127-7026113 REVERSE LENGTH=244",32771.3333333333,28139.3333333333,149894.333333333,0.85865695628293,4.57394674207132,0.844883640819027,0.000309496850631275,"3","113.06"
"348","AT3G57260.1","| Symbols: BGL2, PR2, BG2, PR-2 | beta-1,3-glucanase 2 | chr3:21188709-21189822 REVERSE LENGTH=339",294645,252403,128143.666666667,0.856634254781177,0.434908675411654,0.868626761126496,0.987235488109195,"2","117.5"
"349","AT3G10060.1","| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr3:3102291-3103801 FORWARD LENGTH=230",188169,160775.666666667,815994,0.854421645790043,4.33649538446822,0.863294223793393,8.96877261389123e-06,"5","179.76"
"350","AT5G16050.1","| Symbols: GRF5, GF14 UPSILON | general regulatory factor 5 | chr5:5244008-5245402 REVERSE LENGTH=268",305541.666666667,260316.333333333,245436,0.851983090140461,0.803281603709259,0.642026944851308,0.683128767579774,"3","326.62"
"351","AT3G02520.1","| Symbols: GRF5, GF14 UPSILON | general regulatory factor 5 | chr5:5244008-5245402 REVERSE LENGTH=268",305541.666666667,260316.333333333,245436,0.851983090140461,0.803281603709259,0.642026944851308,0.683128767579774,"3","326.62"
"352","AT2G02990.1","| Symbols: RNS1, ATRNS1 | ribonuclease 1 | chr2:873714-874667 FORWARD LENGTH=230",257360.333333333,219146.666666667,182700,0.851516874524823,0.709899608978851,0.834132135936011,0.939179126581579,"3","65.23"
"353","AT3G13235.1","| Symbols:  | ubiquitin family protein | chr3:4271492-4274348 REVERSE LENGTH=414",17597,14881,29580,0.84565550946184,1.68096834687731,0.629883560060728,0.115855602130839,"1","58.84"
"354","AT3G19010.1","| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:6556306-6557862 REVERSE LENGTH=349",46136.3333333333,38719.6666666667,98159,0.839244557796097,2.12758563388219,0.929075696020075,0.000433656527074103,"3","136.44"
"355","AT4G09320.1","| Symbols: NDPK1 | Nucleoside diphosphate kinase family protein | chr4:5923424-5924366 FORWARD LENGTH=169",291205.333333333,238752.666666667,328333.666666667,0.81987738319811,1.12749880954561,0.903962405140487,0.151011034017225,"3","109.76"
"356","AT4G18810.1","| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:10322622-10325735 REVERSE LENGTH=596",19170,15665,29178,0.81716223265519,1.52206572769953,0.737867303739179,0.067456924689716,"2","66.64"
"357","AT3G14415.1","| Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367",130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,"6","300.08"
"358","AT3G14415.2","| Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367",130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,"6","300.08"
"359","AT3G14420.1","| Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367",130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,"6","300.08"
"360","AT4G18360.1","| Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367",130982.666666667,105838,344713.666666667,0.808030579109704,2.63175025703146,0.860036920959586,0.000441124693051081,"6","300.08"
"361","AT3G62030.1","| Symbols: ROC4 | rotamase CYP 4 | chr3:22973708-22975139 FORWARD LENGTH=260",13748209,10815382,12727329.6666667,0.78667570444994,0.92574455819421,0.977842446834638,0.871832457906486,"11","532.32"
"362","AT3G25520.1","| Symbols: ATL5, PGY3, OLI5, RPL5A | ribosomal protein L5 | chr3:9269573-9271327 REVERSE LENGTH=301",37865.6666666667,29764.6666666667,38714.3333333333,0.786059491007685,1.02241256371207,0.885692287071567,0.451341460464824,"2","122.73"
"363","AT3G25520.2","| Symbols: ATL5, PGY3, OLI5, RPL5A | ribosomal protein L5 | chr3:9269573-9271327 REVERSE LENGTH=301",37865.6666666667,29764.6666666667,38714.3333333333,0.786059491007685,1.02241256371207,0.885692287071567,0.451341460464824,"2","122.73"
"364","AT1G77060.1","| Symbols:  | Phosphoenolpyruvate carboxylase family protein | chr1:28951804-28953449 REVERSE LENGTH=339",4992.33333333333,3918,7757.33333333333,0.784803365159912,1.55384923549442,0.958629740454249,0.0341118166470022,"1","18.46"
"365","AT2G21330.1","| Symbols: FBA1 | fructose-bisphosphate aldolase 1 | chr2:9128416-9130152 REVERSE LENGTH=399",2279759.66666667,1775612.66666667,2581336,0.778859584467895,1.13228426563677,0.986428844847108,0.044151046933516,"7","759.81"
"366","AT2G21330.2","| Symbols: FBA1 | fructose-bisphosphate aldolase 1 | chr2:9128416-9130152 REVERSE LENGTH=399",2279759.66666667,1775612.66666667,2581336,0.778859584467895,1.13228426563677,0.986428844847108,0.044151046933516,"7","759.81"
"367","AT1G68010.1","| Symbols: HPR, ATHPR1 | hydroxypyruvate reductase | chr1:25493418-25495720 FORWARD LENGTH=386",354650,276155,575368,0.778669110390526,1.62235443394896,0.911562719912995,0.0130663195632581,"5","289.65"
"368","AT1G77090.1","| Symbols:  | Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein | chr1:28960576-28961875 REVERSE LENGTH=260",83743,64836,252077,0.774225905448814,3.01012621950491,0.985742582045377,4.52747083563551e-06,"3","100.12"
"369","AT2G42590.1","| Symbols: GRF9, GF14 MU | general regulatory factor 9 | chr2:17732118-17733775 REVERSE LENGTH=263",119225.666666667,91473.3333333333,171013.666666667,0.767228533006036,1.43436955689071,0.964136163616258,0.0068539197023718,"3","108"
"370","AT2G42590.2","| Symbols: GRF9, GF14 MU | general regulatory factor 9 | chr2:17732118-17733775 REVERSE LENGTH=263",119225.666666667,91473.3333333333,171013.666666667,0.767228533006036,1.43436955689071,0.964136163616258,0.0068539197023718,"3","108"
"371","AT5G35700.1","| Symbols: FIM2, FIM5 | fimbrin-like protein 2 | chr5:13872833-13876432 REVERSE LENGTH=687",33163.6666666667,25407.3333333333,39657,0.766119548501875,1.19579660471801,0.974663477908192,0.0418158506342851,"2","61.06"
"372","AT5G09810.1","| Symbols: ACT7 | actin 7 | chr5:3052809-3054220 FORWARD LENGTH=377",27190,20796.3333333333,8677.66666666667,0.764852274120387,0.319149197008704,0.769930807484176,0.940570741855812,"1","124.17"
"373","AT3G28940.1","| Symbols:  | AIG2-like (avirulence induced gene) family protein | chr3:10968324-10969311 REVERSE LENGTH=169",548181.333333333,416394.666666667,909523.333333333,0.759592932752179,1.65916509378892,0.980406769619547,0.000842556557913794,"6","340.16"
"374","AT3G01500.1","| Symbols: CA1, ATBCA1, SABP3, ATSABP3 | carbonic anhydrase 1 | chr3:194853-196716 REVERSE LENGTH=270",2515538.33333333,1900406,5505155.66666667,0.755466921262049,2.18846025668462,0.993924580578712,3.44773136088943e-06,"4","644.24"
"375","AT1G15930.1","| Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:5471702-5472741 FORWARD LENGTH=144",15226.3333333333,11493.6666666667,32375.3333333333,0.754854528339062,2.12627246656013,0.76980620868285,0.0222638050604332,"1","38.29"
"376","AT4G32920.1","| Symbols:  | glycine-rich protein | chr4:15888153-15896006 REVERSE LENGTH=1432",51696.6666666667,37715.6666666667,52214,0.729557031401122,1.01000709265588,0.865160961837167,0.481987849782288,"1","18.32"
"377","AT4G24770.1","| Symbols: RBP31, ATRBP31, CP31, ATRBP33 | 31-kDa RNA binding protein | chr4:12766223-12767952 REVERSE LENGTH=329",1625573.33333333,1175918.33333333,3396629.66666667,0.723386825571286,2.08949642382585,0.992535150795517,0.000661520977127966,"7","499.47"
"378","AT3G16640.1","| Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168",1471816,1058999,1880282.33333333,0.719518608304299,1.27752540625549,0.961067190759701,0.0404328551384191,"7","348.09"
"379","AT3G05540.1","| Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168",1471816,1058999,1880282.33333333,0.719518608304299,1.27752540625549,0.961067190759701,0.0404328551384191,"7","348.09"
"380","AT5G64120.1","| Symbols:  | Peroxidase superfamily protein | chr5:25659551-25660946 REVERSE LENGTH=328",860662.333333333,607363,1242512,0.705692553835476,1.4436695459737,0.999149726117718,0.00126302297672854,"5","354.7"
"381","AT4G34870.1","| Symbols: ROC5, ATCYP1 | rotamase cyclophilin 5 | chr4:16614451-16614969 FORWARD LENGTH=172",11158.6666666667,7855.33333333333,10544.3333333333,0.70396702114948,0.944945632692078,0.736143031195844,0.548818153943193,"1","42.04"
"382","AT1G35580.1","| Symbols: CINV1 | cytosolic invertase 1 | chr1:13122460-13124808 REVERSE LENGTH=551",27547.6666666667,19374,23291,0.70329005481408,0.845479955955132,0.859466030951068,0.735415173119079,"1","18.25"
